time,x,y,z,abs avg
51.440,0.207,-0.255,1.312,0.591333
51.443,0.325,-0.294,1.102,0.573667
51.456,0.307,-0.121,0.904,0.444
51.457,0.267,-0.124,0.945,0.445333
51.457,0.278,-0.117,0.966,0.453667
51.457,0.404,-0.130,0.590,0.374667
51.457,0.096,-0.052,1.068,0.405333
51.457,-0.069,-0.269,1.333,0.557
51.461,0.109,-0.085,0.833,0.342333
51.462,0.308,-0.118,0.722,0.382667
51.466,0.077,-0.204,0.941,0.407333
51.468,0.162,-0.203,0.860,0.408333
51.471,0.238,-0.117,0.686,0.347
51.473,0.025,-0.241,1.146,0.470667
51.475,0.076,-0.272,1.038,0.462
51.477,0.390,-0.094,0.706,0.396667
51.479,0.356,-0.234,0.847,0.479
51.482,0.100,-0.169,1.119,0.462667
51.485,0.508,-0.166,0.791,0.488333
51.487,0.351,-0.103,0.803,0.419
51.490,-0.037,-0.321,1.406,0.588
51.492,0.352,-0.265,1.078,0.565
51.495,0.519,-0.209,0.700,0.476
51.497,0.056,-0.310,1.217,0.527667
51.500,0.222,-0.278,1.124,0.541333
51.502,0.392,-0.218,0.680,0.43
51.505,0.071,-0.280,1.041,0.464
51.507,0.186,-0.253,0.902,0.447
51.509,0.346,-0.174,0.615,0.378333
51.514,0.262,-0.326,0.788,0.458667
51.515,0.261,-0.302,0.628,0.397
51.519,0.323,-0.348,0.764,0.478333
51.519,0.290,-0.351,0.658,0.433
51.522,0.063,-0.336,0.862,0.420333
51.525,0.174,-0.386,1.216,0.592
51.547,0.344,-0.333,0.785,0.487333
51.548,0.025,-0.334,1.142,0.500333
51.548,0.158,-0.458,1.369,0.661667
51.548,0.526,-0.393,0.803,0.574
51.548,0.066,-0.340,1.327,0.577667
51.549,0.030,-0.392,1.660,0.694
51.549,0.407,-0.369,0.869,0.548333
51.549,0.071,-0.397,1.334,0.600667
51.549,-0.013,-0.414,1.834,0.753667
51.549,0.349,-0.228,0.901,0.492667
51.563,0.125,-0.278,1.083,0.495333
51.563,0.094,-0.391,1.625,0.703333
51.563,0.480,-0.244,0.707,0.477
51.563,0.253,-0.266,0.719,0.412667
51.564,0.152,-0.439,1.411,0.667333
51.564,0.338,-0.366,0.669,0.457667
51.566,0.273,-0.391,0.565,0.409667
51.568,-0.065,-0.302,1.320,0.562333
51.571,0.079,-0.373,0.979,0.477
51.574,0.023,-0.305,0.747,0.358333
51.577,-0.012,-0.356,1.094,0.487333
51.579,0.011,-0.401,0.911,0.441
51.580,0.123,-0.459,0.696,0.426
51.583,0.051,-0.407,0.891,0.449667
51.586,-0.063,-0.453,1.150,0.555333
51.588,0.092,-0.402,0.844,0.446
51.591,0.213,-0.344,0.664,0.407
51.594,0.039,-0.404,1.035,0.492667
51.596,0.142,-0.414,0.908,0.488
51.598,0.258,-0.351,0.624,0.411
51.600,0.067,-0.430,1.110,0.535667
51.603,0.005,-0.323,1.184,0.504
51.605,0.299,-0.345,0.785,0.476333
51.608,0.166,-0.267,1.029,0.487333
51.612,0.117,-0.332,1.142,0.530333
51.613,0.274,-0.279,0.792,0.448333
51.615,0.128,-0.240,1.094,0.487333
51.617,0.129,-0.365,1.322,0.605333
51.620,0.215,-0.273,0.813,0.433667
51.622,0.265,-0.326,0.937,0.509333
51.624,0.161,-0.243,1.150,0.518
51.629,0.066,-0.404,1.035,0.501667
51.630,0.017,-0.248,1.118,0.461
51.632,0.108,-0.466,1.130,0.568
51.635,0.006,-0.425,1.146,0.525667
51.637,0.161,-0.295,0.966,0.474
51.639,0.186,-0.334,0.943,0.487667
51.642,0.046,-0.349,1.132,0.509
51.649,0.186,-0.356,0.868,0.47
51.649,0.162,-0.289,0.975,0.475333
51.650,0.123,-0.514,1.120,0.585667
51.652,0.210,-0.365,0.910,0.495
51.654,0.319,-0.362,0.712,0.464333
51.656,-0.023,-0.333,1.043,0.466333
51.659,0.062,-0.312,1.213,0.529
51.661,0.169,-0.319,0.825,0.437667
51.664,-0.121,-0.275,1.200,0.532
51.666,0.013,-0.532,1.331,0.625333
51.669,0.180,-0.145,0.798,0.374333
51.671,0.224,-0.395,0.797,0.472
51.673,-0.017,-0.311,1.223,0.517
51.676,0.211,-0.283,0.961,0.485
51.679,0.089,-0.033,0.791,0.304333
51.682,-0.036,-0.401,1.296,0.577667
51.684,0.136,-0.210,1.016,0.454
51.686,0.396,-0.311,0.507,0.404667
51.689,0.081,-0.384,0.897,0.454
51.691,-0.022,-0.365,1.246,0.544333
51.694,0.323,-0.285,0.697,0.435
51.696,0.106,-0.130,0.814,0.35
51.699,-0.084,-0.321,1.334,0.579667
51.701,0.224,-0.154,0.843,0.407
51.704,0.223,-0.134,0.560,0.305667
51.706,-0.104,-0.400,1.392,0.632
51.709,0.129,-0.251,1.177,0.519
51.712,0.170,-0.212,0.586,0.322667
51.714,-0.019,-0.235,1.076,0.443333
51.717,0.199,-0.129,0.867,0.398333
51.718,0.263,-0.021,0.407,0.230333
51.721,-0.008,-0.388,1.020,0.472
51.724,0.003,-0.340,1.213,0.518667
51.726,0.233,-0.156,0.676,0.355
51.737,-0.051,-0.208,1.036,0.431667
51.738,-0.160,-0.156,1.612,0.642667
51.738,-0.201,-0.149,1.495,0.615
51.738,-0.290,-0.130,1.650,0.69
51.738,-0.142,-0.086,1.511,0.579667
51.740,0.007,0.029,1.284,0.44
51.743,0.193,0.025,1.101,0.439667
51.745,0.334,0.113,0.704,0.383667
51.747,0.369,-0.065,0.716,0.383333
51.751,0.327,-0.298,0.897,0.507333
51.753,0.325,-0.320,0.930,0.525
51.755,0.196,0.074,0.814,0.361333
51.757,0.126,-0.072,0.918,0.372
51.760,0.001,0.056,0.952,0.336333
51.762,0.147,-0.139,0.844,0.376667
51.765,-0.046,0.070,0.970,0.362
51.767,-0.082,-0.215,1.387,0.561333
51.770,-0.317,0.073,1.399,0.596333
51.772,-0.074,-0.077,1.155,0.435333
51.775,-0.290,0.160,1.273,0.574333
51.777,-0.128,0.112,1.234,0.491333
51.779,0.147,-0.043,0.813,0.334333
51.782,0.118,-0.294,0.971,0.461
51.785,0.283,-0.478,0.874,0.545
51.787,0.322,-0.175,0.679,0.392
51.790,0.292,-0.298,0.814,0.468
51.792,0.287,0.136,0.705,0.376
51.798,0.338,0.253,0.490,0.360333
51.817,0.208,0.011,0.805,0.341333
51.818,0.156,-0.044,1.087,0.429
51.818,0.075,-0.122,1.101,0.432667
51.818,-0.140,-0.184,1.412,0.578667
51.818,-0.207,-0.131,1.537,0.625
51.819,-0.031,0.160,1.262,0.484333
51.819,-0.116,-0.001,1.339,0.485333
51.819,-0.113,0.080,1.370,0.521
51.819,0.035,0.071,1.177,0.427667
51.820,0.043,0.032,1.197,0.424
51.823,0.224,0.093,1.035,0.450667
51.824,0.148,0.238,0.827,0.404333
51.834,0.179,-0.015,1.096,0.43
51.834,0.087,0.145,1.104,0.445333
51.835,0.201,0.109,1.034,0.448
51.835,0.119,0.068,1.114,0.433667
51.836,-0.080,0.082,1.390,0.517333
51.840,0.111,0.180,1.163,0.484667
51.841,0.094,0.091,1.070,0.418333
51.852,-0.063,0.125,1.430,0.539333
51.852,0.055,0.162,1.088,0.435
51.853,0.219,-0.062,1.026,0.435667
51.853,0.054,0.227,1.227,0.502667
51.853,0.214,0.076,0.984,0.424667
51.856,0.154,0.110,1.012,0.425333
51.859,0.054,0.136,1.136,0.442
51.860,0.268,0.162,0.821,0.417
51.863,0.015,0.022,1.105,0.380667
51.866,0.035,0.235,1.164,0.478
51.869,0.056,0.085,0.852,0.331
51.871,-0.137,-0.031,1.307,0.491667
51.873,0.074,0.215,1.026,0.438333
51.876,0.158,-0.017,0.778,0.317667
51.877,-0.139,0.028,1.230,0.465667
51.880,0.048,0.220,0.985,0.417667
51.883,0.124,-0.020,0.914,0.352667
51.886,-0.221,-0.029,1.397,0.549
51.888,0.063,0.113,1.092,0.422667
51.890,0.043,0.044,1.017,0.368
51.893,-0.152,0.090,1.390,0.544
51.895,0.143,0.363,0.862,0.456
51.898,0.023,0.014,1.054,0.363667
51.900,-0.087,0.065,1.500,0.550667
51.903,0.359,0.219,0.774,0.450667
51.905,0.110,-0.001,1.073,0.394667
51.908,-0.161,0.193,1.567,0.640333
51.912,0.308,0.210,0.757,0.425
51.913,-0.161,0.049,1.326,0.512
51.915,-0.082,0.227,1.481,0.596667
51.918,0.482,0.201,0.546,0.409667
51.920,-0.238,0.028,1.420,0.562
51.922,0.043,0.193,1.359,0.531667
51.925,0.345,0.244,0.523,0.370667
51.930,-0.288,0.071,1.570,0.643
51.930,-0.010,0.206,1.260,0.492
51.933,0.401,0.145,0.476,0.340667
51.935,-0.083,0.116,1.212,0.470333
51.938,0.187,0.327,0.685,0.399667
51.939,0.056,0.022,0.816,0.298
51.954,-0.354,0.112,1.594,0.686667
51.954,0.387,0.185,0.567,0.379667
51.954,-0.047,0.060,0.964,0.357
51.954,-0.156,0.109,1.683,0.649333
51.955,0.297,0.254,0.633,0.394667
51.955,-0.157,0.203,1.292,0.550667
51.957,-0.224,0.254,1.610,0.696
51.960,0.312,0.354,0.562,0.409333
51.961,-0.204,0.233,1.364,0.600333
51.964,-0.070,0.316,1.409,0.598333
51.966,0.053,0.273,0.701,0.342333
51.969,-0.446,-0.106,1.899,0.817
51.971,-0.067,-0.032,1.624,0.574333
51.974,0.169,0.078,0.795,0.347333
51.976,-0.241,0.116,1.586,0.647667
51.979,0.333,0.360,0.893,0.528667
51.982,0.296,0.346,0.532,0.391333
51.984,0.132,0.465,1.224,0.607
51.987,0.294,0.325,0.628,0.415667
51.988,0.238,0.166,1.059,0.487667
51.991,0.331,0.280,1.122,0.577667
51.994,0.191,0.086,0.784,0.353667
51.997,-0.283,-0.009,1.686,0.659333
51.998,-0.009,0.167,1.143,0.439667
52.001,-0.057,0.077,0.939,0.357667
52.003,-0.295,0.092,1.486,0.624333
52.007,-0.130,0.294,0.905,0.443
52.008,-0.222,0.144,1.060,0.475333
52.017,-0.381,0.205,1.246,0.610667
52.017,0.234,0.162,0.668,0.354667
52.017,-0.192,0.087,0.887,0.388667
52.018,-0.077,0.101,1.062,0.413333
52.021,0.039,0.213,0.644,0.298667
52.023,-0.040,0.110,1.080,0.41
52.047,0.056,0.305,0.774,0.378333
52.047,-0.010,0.323,0.674,0.335667
52.047,-0.149,0.259,1.193,0.533667
52.047,0.020,0.287,0.780,0.362333
52.047,-0.201,0.167,1.061,0.476333
52.048,-0.412,0.231,1.504,0.715667
52.048,-0.099,0.249,0.943,0.430333
52.055,-0.174,0.177,1.029,0.46
52.056,-0.312,0.122,1.307,0.580333
52.056,-0.117,0.261,0.969,0.449
52.056,-0.219,0.172,1.083,0.491333
52.056,0.086,0.241,0.704,0.343667
52.056,0.246,0.297,0.223,0.255333
52.057,0.167,0.356,0.430,0.317667
52.060,0.314,0.342,0.179,0.278333
52.063,0.094,0.131,0.501,0.242
52.065,-0.063,0.080,0.999,0.380667
52.067,-0.060,0.156,0.944,0.386667
52.069,-0.367,0.184,1.312,0.621
52.072,-0.555,0.196,1.575,0.775333
52.075,-0.406,0.271,1.463,0.713333
52.077,-0.259,0.399,1.181,0.613
52.079,-0.503,0.248,1.563,0.771333
52.082,-0.120,0.253,1.420,0.597667
52.085,0.239,0.292,0.648,0.393
52.088,-0.112,0.162,1.246,0.506667
52.090,-0.201,0.166,1.460,0.609
52.092,0.184,0.103,0.783,0.356667
52.094,-0.157,0.025,1.350,0.510667
52.097,-0.137,0.135,1.443,0.571667
52.099,-0.041,0.299,0.835,0.391667
52.102,-0.408,0.269,1.502,0.726333
52.104,-0.224,0.366,1.364,0.651333
52.107,-0.268,0.303,0.986,0.519
52.110,-0.284,0.161,1.451,0.632
52.111,-0.000,0.276,0.893,0.389667
52.114,-0.036,0.065,0.934,0.345
52.119,-0.107,0.116,1.148,0.457
52.119,0.179,0.208,0.577,0.321333
52.121,-0.097,0.106,0.914,0.372333
52.124,-0.170,0.102,1.157,0.476333
52.135,0.031,0.230,0.819,0.36
52.136,-0.163,0.294,1.044,0.500333
52.136,-0.149,0.305,0.987,0.480333
52.136,-0.165,0.301,0.960,0.475333
52.136,-0.121,0.191,1.160,0.490667
52.138,-0.133,0.140,1.029,0.434
52.141,-0.095,0.061,1.141,0.432333
52.144,0.083,0.190,0.830,0.367667
52.146,0.042,0.195,0.783,0.34
52.149,-0.120,0.160,1.087,0.455667
52.151,0.024,0.206,0.901,0.377
52.154,0.117,0.144,0.883,0.381333
52.156,0.071,0.120,1.025,0.405333
52.159,-0.006,0.259,0.859,0.374667
52.161,-0.145,0.263,0.948,0.452
52.164,-0.121,0.274,1.029,0.474667
52.166,-0.104,0.120,0.974,0.399333
52.168,0.055,0.198,0.845,0.366
52.170,-0.085,0.120,0.949,0.384667
52.173,-0.096,0.139,1.057,0.430667
52.176,0.074,0.189,0.804,0.355667
52.178,0.010,0.266,0.983,0.419667
52.181,-0.117,0.207,1.122,0.482
52.183,0.034,0.199,1.009,0.414
52.186,0.024,0.273,1.015,0.437333
52.188,-0.100,0.279,1.081,0.486667
52.190,-0.122,0.290,1.178,0.53
52.195,-0.018,0.246,1.090,0.451333
52.196,-0.147,0.082,1.197,0.475333
52.199,-0.089,0.028,1.296,0.471
52.201,0.078,0.097,0.916,0.363667
52.204,-0.135,0.061,1.173,0.456333
52.205,-0.122,-0.047,1.185,0.451333
52.207,0.132,0.049,0.736,0.305667
52.221,-0.030,-0.047,1.229,0.435333
52.222,-0.002,0.030,1.147,0.393
52.222,0.278,0.039,0.675,0.330667
52.223,0.189,0.092,0.945,0.408667
52.224,0.055,0.001,1.042,0.366
52.225,0.039,0.029,0.931,0.333
52.252,-0.200,-0.166,1.364,0.576667
52.252,-0.126,-0.124,1.391,0.547
52.252,0.116,0.022,0.803,0.313667
52.253,-0.149,-0.005,1.108,0.420667
52.253,-0.018,0.098,1.165,0.427
52.253,0.256,0.092,0.532,0.293333
52.253,0.085,-0.071,0.772,0.309333
52.253,0.326,0.035,0.544,0.301667
52.254,0.481,0.174,0.160,0.271667
52.254,0.101,0.048,0.698,0.282333
52.254,0.135,0.115,0.766,0.338667
52.254,0.126,0.112,0.678,0.305333
52.255,-0.112,0.036,1.033,0.393667
52.257,-0.167,0.059,1.233,0.486333
52.260,-0.173,0.145,1.225,0.514333
52.262,-0.127,0.223,1.155,0.501667
52.264,-0.029,0.161,1.055,0.415
52.266,-0.142,0.098,1.344,0.528
52.270,0.161,0.061,1.097,0.439667
52.272,0.201,0.037,0.827,0.355
52.275,0.022,-0.022,1.391,0.478333
52.278,0.281,0.171,0.901,0.451
52.279,0.117,-0.011,0.967,0.365
52.281,-0.333,-0.142,2.059,0.844667
52.283,-0.120,-0.201,2.019,0.78
52.286,-0.310,-0.073,1.848,0.743667
52.298,-0.517,0.087,2.168,0.924
52.299,-0.270,0.292,1.698,0.753333
52.299,-0.173,0.528,1.309,0.67
52.299,-0.109,0.343,1.388,0.613333
52.300,0.100,0.177,1.208,0.495
52.302,0.186,0.042,0.943,0.390333
52.303,0.262,-0.103,0.915,0.426667
52.305,0.033,-0.264,1.282,0.526333
52.310,-0.002,-0.191,1.201,0.464667
52.310,-0.093,-0.038,0.926,0.352333
52.313,-0.264,-0.109,1.351,0.574667
52.315,-0.266,0.063,1.217,0.515333
52.317,-0.132,0.234,0.810,0.392
52.320,-0.071,0.462,0.747,0.426667
52.323,0.007,0.301,0.689,0.332333
52.328,0.218,0.199,0.485,0.300667
52.328,0.438,0.017,0.326,0.260333
52.330,0.519,0.009,0.287,0.271667
52.332,0.438,-0.120,0.323,0.293667
52.335,0.366,-0.193,0.472,0.343667
52.337,0.263,-0.006,0.660,0.309667
52.340,0.094,0.014,0.828,0.312
52.344,-0.214,-0.000,1.128,0.447333
52.344,-0.108,0.038,1.194,0.446667
52.347,-0.144,0.132,1.155,0.477
52.349,-0.203,0.281,1.182,0.555333
52.353,-0.146,0.212,1.150,0.502667
52.354,-0.064,0.174,1.204,0.480667
52.358,0.071,0.030,1.003,0.368
52.359,-0.010,0.067,1.265,0.447333
52.363,0.196,0.114,1.122,0.477333
52.365,0.201,0.081,0.822,0.368
52.367,-0.109,0.072,1.534,0.571667
52.369,0.193,0.331,1.011,0.511667
52.372,0.276,0.153,0.696,0.375
52.375,-0.163,0.013,1.463,0.546333
52.377,0.312,0.209,0.930,0.483667
52.379,0.284,0.125,0.659,0.356
52.381,-0.235,-0.046,1.560,0.613667
52.384,0.194,-0.053,1.069,0.438667
52.387,0.003,-0.072,1.105,0.393333
52.389,-0.234,-0.183,1.663,0.693333
52.392,0.318,0.032,0.786,0.378667
52.394,0.228,0.056,0.815,0.366333
52.397,-0.196,-0.063,1.457,0.572
52.399,0.321,0.124,0.708,0.384333
52.402,0.237,0.092,0.680,0.336333
52.404,-0.135,-0.291,1.595,0.673667
52.406,0.387,0.036,0.749,0.390667
52.409,0.346,-0.101,0.656,0.367667
52.411,-0.156,-0.191,1.550,0.632333
52.414,0.176,-0.071,0.975,0.407333
52.416,-0.028,-0.183,1.197,0.469333
52.419,-0.350,-0.116,1.843,0.769667
52.421,0.176,0.059,0.774,0.336333
52.423,0.028,-0.026,0.963,0.339
52.427,-0.225,0.011,1.534,0.59
52.429,0.245,-0.002,0.739,0.328667
52.431,0.083,-0.173,1.193,0.483
52.434,0.097,-0.122,1.435,0.551333
52.436,0.623,0.033,0.440,0.365333
52.438,0.258,-0.111,1.032,0.467
52.461,0.179,0.028,1.343,0.516667
52.462,0.442,0.046,0.571,0.353
52.462,-0.144,-0.113,1.501,0.586
52.462,-0.024,0.037,1.578,0.546333
52.462,0.380,0.055,0.619,0.351333
52.463,-0.291,0.019,1.486,0.598667
52.463,-0.123,0.085,1.479,0.562333
52.463,0.187,0.138,0.641,0.322
52.463,-0.529,-0.154,1.747,0.81
52.463,-0.111,0.006,1.433,0.516667
52.466,0.016,0.024,0.711,0.250333
52.469,-0.516,-0.116,1.867,0.833
52.473,-0.176,0.144,1.225,0.515
52.473,0.065,0.250,0.564,0.293
52.477,-0.477,0.099,1.666,0.747333
52.478,0.185,0.268,0.828,0.427
52.480,0.349,0.244,0.396,0.329667
52.483,-0.079,0.218,1.385,0.560667
52.486,0.229,0.215,0.758,0.400667
52.488,0.099,0.113,0.990,0.400667
52.490,-0.051,0.213,1.516,0.593333
52.493,0.322,0.153,0.631,0.368667
52.495,-0.276,0.035,1.508,0.606333
52.498,-0.142,0.208,1.548,0.632667
52.500,0.174,0.276,0.662,0.370667
52.503,-0.310,0.135,1.661,0.702
52.505,0.086,0.421,1.151,0.552667
52.519,0.165,0.171,0.528,0.288
52.520,-0.373,0.099,1.698,0.723333
52.520,0.219,0.377,0.959,0.518333
52.521,0.084,0.205,0.544,0.277667
52.521,-0.362,0.065,1.838,0.755
52.522,0.154,0.332,0.946,0.477333
52.522,0.012,0.182,0.882,0.358667
52.550,-0.261,0.316,1.591,0.722667
52.551,0.223,0.436,0.576,0.411667
52.551,-0.165,0.283,1.031,0.493
52.551,-0.131,0.320,1.380,0.610333
52.567,0.477,0.341,0.251,0.356333
52.567,-0.051,0.206,0.973,0.41
52.568,-0.008,0.124,1.212,0.448
52.568,0.279,0.332,0.269,0.293333
52.568,-0.208,0.206,1.169,0.527667
52.568,-0.164,0.285,1.147,0.532
52.569,0.245,0.346,0.409,0.333333
52.569,-0.284,0.337,1.149,0.59
52.569,-0.122,0.295,0.962,0.459667
52.569,0.069,0.385,0.623,0.359
52.570,-0.355,0.233,1.464,0.684
52.570,-0.069,0.264,0.950,0.427667
52.570,0.083,0.422,0.594,0.366333
52.570,-0.236,0.301,1.266,0.601
52.571,-0.047,0.380,0.764,0.397
52.574,-0.062,0.358,0.774,0.398
52.575,-0.216,0.394,1.317,0.642333
52.577,0.096,0.396,0.610,0.367333
52.580,-0.043,0.392,0.789,0.408
52.580,-0.272,0.246,1.373,0.630333
52.584,0.074,0.450,0.642,0.388667
52.587,-0.192,0.375,0.930,0.499
52.590,-0.330,0.259,1.569,0.719333
52.592,0.012,0.386,0.682,0.36
52.593,-0.147,0.276,0.950,0.457667
52.595,-0.388,0.368,1.542,0.766
52.599,0.148,0.397,0.630,0.391667
52.601,-0.172,0.367,0.864,0.467667
52.603,-0.181,0.205,1.417,0.601
52.605,0.220,0.459,0.501,0.393333
52.608,-0.165,0.188,1.071,0.474667
52.610,-0.235,0.209,1.479,0.641
52.613,0.129,0.482,0.524,0.378333
52.615,-0.210,0.299,1.086,0.531667
52.618,-0.238,0.340,1.332,0.636667
52.620,0.256,0.485,0.282,0.341
52.623,-0.115,0.341,0.854,0.436667
52.626,-0.118,0.189,1.228,0.511667
52.628,0.139,0.306,0.436,0.293667
52.630,-0.184,0.196,1.044,0.474667
52.632,-0.222,0.158,1.240,0.54
52.635,0.088,0.352,0.605,0.348333
52.637,-0.315,0.213,1.166,0.564667
52.647,-0.328,0.158,1.331,0.605667
52.647,0.010,0.295,0.815,0.373333
52.647,-0.398,0.171,1.300,0.623
52.647,-0.309,0.046,1.378,0.577667
52.649,-0.005,0.263,0.768,0.345333
52.653,-0.195,0.119,1.253,0.522333
52.655,-0.126,0.012,1.266,0.468
52.658,0.353,0.176,0.505,0.344667
52.662,0.024,0.044,0.969,0.345667
52.662,-0.008,-0.013,1.252,0.424333
52.664,0.323,0.290,0.477,0.363333
52.667,0.161,0.160,0.831,0.384
52.670,-0.064,0.145,1.073,0.427333
52.672,0.112,0.131,0.761,0.334667
52.675,-0.201,0.146,1.157,0.501333
52.677,-0.134,0.025,1.111,0.423333
52.679,-0.027,0.097,0.727,0.283667
52.682,-0.159,0.086,1.044,0.429667
52.684,-0.135,0.107,0.860,0.367333
52.687,0.002,0.112,0.687,0.267
52.689,-0.165,-0.004,1.066,0.411667
52.692,-0.234,0.061,1.107,0.467333
52.694,-0.009,0.105,0.719,0.277667
52.697,-0.094,0.160,0.803,0.352333
52.699,-0.094,0.109,1.010,0.404333
52.702,-0.003,0.173,0.898,0.358
52.704,0.158,0.264,0.857,0.426333
52.706,0.162,0.206,0.771,0.379667
52.711,0.029,0.156,0.969,0.384667
52.712,-0.036,0.231,0.985,0.417333
52.714,-0.063,0.141,1.003,0.402333
52.716,0.011,0.153,1.086,0.416667
52.719,-0.344,-0.086,1.457,0.629
52.721,-0.358,-0.163,1.727,0.749333
52.737,-0.292,-0.092,1.397,0.593667
52.737,-0.419,-0.034,1.528,0.660333
52.737,-0.228,0.224,1.211,0.554333
52.738,-0.002,0.151,0.806,0.319667
52.738,-0.095,0.188,1.086,0.456333
52.738,0.199,0.117,0.788,0.368
52.738,0.203,0.096,0.689,0.329333
52.741,0.022,0.011,1.057,0.363333
52.743,0.180,0.126,0.670,0.325333
52.745,0.147,0.086,0.787,0.34
52.748,0.125,0.208,0.846,0.393
52.752,0.217,0.143,0.606,0.322
52.754,-0.133,0.024,1.141,0.432667
52.756,-0.165,0.064,1.213,0.480667
52.759,0.042,0.202,0.732,0.325333
52.762,-0.157,0.115,1.189,0.487
52.763,0.007,0.108,1.071,0.395333
52.765,0.212,0.197,0.552,0.320333
52.768,0.077,0.180,0.917,0.391333
52.770,0.186,0.138,0.752,0.358667
52.775,0.057,0.174,0.787,0.339333
52.775,-0.126,0.193,1.237,0.518667
52.777,0.091,0.252,0.866,0.403
52.789,-0.058,0.180,1.038,0.425333
52.789,-0.153,0.097,1.293,0.514333
52.789,0.091,0.228,0.900,0.406333
52.789,-0.135,0.299,1.090,0.508
52.792,-0.149,0.274,1.231,0.551333
52.793,0.063,0.283,0.915,0.420333
52.795,-0.061,0.230,1.143,0.478
52.798,-0.008,0.204,1.008,0.406667
52.800,0.168,0.224,0.812,0.401333
52.802,-0.105,0.137,1.222,0.488
52.805,-0.122,0.203,1.098,0.474333
52.809,0.019,0.290,0.890,0.399667
52.810,-0.100,0.367,1.123,0.53
52.812,0.013,0.318,0.928,0.419667
52.815,-0.014,0.303,0.915,0.410667
52.818,-0.072,0.359,1.101,0.510667
52.820,0.155,0.345,0.727,0.409
52.822,-0.107,0.307,1.003,0.472333
52.825,-0.139,0.288,1.174,0.533667
52.827,0.025,0.367,0.758,0.383333
52.829,-0.092,0.314,0.998,0.468
52.832,0.065,0.314,0.772,0.383667
52.834,0.070,0.326,0.553,0.316333
52.836,-0.044,0.273,0.984,0.433667
52.861,-0.084,0.316,0.823,0.407667
52.861,-0.123,0.239,0.981,0.447667
52.861,-0.167,0.299,1.096,0.520667
52.862,0.014,0.327,0.769,0.37
52.862,-0.073,0.393,0.791,0.419
52.862,0.014,0.397,0.866,0.425667
52.862,0.143,0.311,0.758,0.404
52.862,0.002,0.315,1.001,0.439333
52.863,0.099,0.214,0.926,0.413
52.863,0.017,0.231,0.982,0.41
52.864,-0.024,0.226,1.195,0.481667
52.866,-0.001,0.189,0.968,0.386
52.870,-0.011,0.230,1.068,0.436333
52.871,0.175,0.280,0.967,0.474
52.874,0.011,0.260,0.910,0.393667
52.877,-0.026,0.224,1.075,0.441667
52.878,-0.017,0.234,1.032,0.427667
52.881,0.106,0.224,0.993,0.441
52.883,0.167,0.162,0.914,0.414333
52.886,0.014,0.108,1.087,0.403
52.888,0.087,0.052,1.002,0.380333
52.891,0.090,0.281,0.910,0.427
52.893,-0.044,0.130,1.053,0.409
52.896,0.092,0.200,0.975,0.422333
52.898,0.206,0.195,0.847,0.416
52.900,0.142,0.214,0.855,0.403667
52.903,0.276,0.269,0.601,0.382
52.910,0.343,0.100,0.494,0.312333
52.911,0.308,0.201,0.650,0.386333
52.911,0.150,0.108,0.744,0.334
52.914,0.139,0.134,0.763,0.345333
52.916,0.214,0.092,0.791,0.365667
52.918,0.148,0.107,0.840,0.365
52.921,-0.019,0.139,0.908,0.355333
52.946,0.023,0.184,1.009,0.405333
52.946,0.058,0.228,1.052,0.446
52.947,-0.073,0.174,1.142,0.463
52.947,-0.112,0.210,1.279,0.533667
52.947,0.198,0.227,0.988,0.471
52.947,0.131,0.244,0.951,0.442
52.947,-0.107,0.071,1.325,0.501
52.948,0.114,0.174,0.998,0.428667
52.948,0.228,0.187,0.867,0.427333
52.948,-0.057,0.185,1.203,0.481667
52.948,-0.279,0.240,1.357,0.625333
52.950,-0.073,0.202,1.240,0.505
52.952,-0.147,0.228,1.161,0.512
52.955,-0.246,0.213,1.262,0.573667
52.958,-0.182,0.166,1.214,0.520667
52.960,-0.288,0.380,1.265,0.644333
52.962,-0.225,0.262,1.262,0.583
52.965,-0.086,0.289,0.991,0.455333
52.968,0.014,0.448,0.984,0.482
52.971,0.188,0.455,0.754,0.465667
52.973,0.125,0.455,0.642,0.407333
52.976,0.220,0.242,0.725,0.395667
52.977,0.201,0.296,0.666,0.387667
52.980,-0.005,0.317,0.973,0.431667
52.982,-0.157,0.290,0.992,0.479667
52.985,-0.163,0.142,1.087,0.464
52.986,-0.084,0.324,1.019,0.475667
52.990,-0.078,0.344,0.896,0.439333
52.992,-0.185,0.418,0.926,0.509667
52.994,-0.066,0.366,0.803,0.411667
52.997,-0.111,0.333,1.013,0.485667
52.999,-0.192,0.390,1.106,0.562667
53.002,0.012,0.284,0.733,0.343
53.005,-0.096,0.212,0.959,0.422333
53.009,0.188,0.272,0.840,0.433333
53.010,0.100,0.401,0.575,0.358667
53.011,-0.015,0.343,0.833,0.397
53.015,0.142,0.329,0.668,0.379667
53.016,-0.031,0.285,0.929,0.415
53.019,-0.226,0.379,1.077,0.560667
53.030,-0.067,0.334,0.881,0.427333
53.031,-0.080,0.307,1.147,0.511333
53.045,-0.036,0.232,1.098,0.455333
53.045,0.023,0.314,0.788,0.375
53.045,0.016,0.328,0.822,0.388667
53.045,0.190,0.330,0.746,0.422
53.045,0.083,0.354,0.779,0.405333
53.045,-0.044,0.319,0.901,0.421333
53.046,0.116,0.286,0.723,0.375
