time,x,y,z,abs avg
49.824,0.586,0.107,0.519,0.404
49.825,0.072,0.005,1.195,0.424
49.825,0.114,0.061,1.277,0.484
49.830,0.370,0.139,0.809,0.439333
49.830,0.081,0.116,1.256,0.484333
49.849,0.209,0.039,1.119,0.455667
49.849,0.273,0.103,0.866,0.414
49.849,-0.101,0.059,1.337,0.499
49.849,-0.047,0.055,1.353,0.485
49.850,0.042,0.048,1.301,0.463667
49.850,-0.035,-0.056,1.510,0.533667
49.850,0.189,0.026,1.175,0.463333
49.850,0.082,-0.002,1.097,0.393667
49.850,0.004,-0.024,1.491,0.506333
49.857,0.285,-0.003,1.077,0.455
49.858,0.241,0.046,0.917,0.401333
49.858,0.242,0.035,1.223,0.5
49.860,0.113,0.150,1.030,0.431
49.862,0.316,0.010,1.046,0.457333
49.866,0.281,-0.009,1.004,0.431333
49.868,0.112,0.061,1.142,0.438333
49.870,0.225,0.190,0.961,0.458667
49.873,0.452,0.075,0.731,0.419333
49.874,0.251,0.163,0.884,0.432667
49.878,0.239,0.187,0.996,0.474
49.880,0.212,0.222,0.887,0.440333
49.882,0.018,0.133,1.089,0.413333
49.885,0.201,0.197,1.133,0.510333
49.887,0.267,0.185,0.780,0.410667
49.890,0.041,0.133,0.888,0.354
49.893,0.195,0.221,1.110,0.508667
49.894,0.342,0.076,0.744,0.387333
49.897,0.216,0.024,0.780,0.34
49.899,0.149,0.086,1.005,0.413333
49.902,0.146,0.095,1.027,0.422667
49.904,0.324,0.105,0.699,0.376
49.907,0.271,0.137,0.728,0.378667
49.909,0.156,0.087,1.145,0.462667
49.912,0.121,0.016,0.849,0.328667
49.914,0.121,-0.010,1.115,0.415333
49.919,0.187,0.015,1.111,0.437667
49.919,0.286,0.009,0.720,0.338333
49.922,0.243,0.016,1.014,0.424333
49.924,0.310,0.086,0.997,0.464333
49.927,0.195,0.087,0.769,0.350333
49.929,0.144,-0.056,1.095,0.431667
49.958,0.114,-0.042,1.151,0.435667
49.958,0.058,-0.007,0.947,0.337333
49.958,0.145,0.022,1.006,0.391
49.958,0.198,0.026,0.950,0.391333
49.959,0.030,0.010,0.976,0.338667
49.959,0.098,0.080,1.020,0.399333
49.959,0.228,0.059,1.039,0.442
49.959,-0.077,0.125,1.176,0.459333
49.959,0.087,0.105,1.126,0.439333
49.960,0.235,0.109,1.022,0.455333
49.960,0.128,0.174,1.093,0.465
49.960,0.153,0.129,0.970,0.417333
49.961,0.369,-0.013,0.935,0.439
49.964,0.181,0.029,1.027,0.412333
49.967,0.178,0.123,1.026,0.442333
49.971,0.576,0.109,0.620,0.435
49.972,0.086,0.151,0.940,0.392333
49.974,0.180,0.088,1.118,0.462
49.977,0.354,0.129,0.585,0.356
49.978,0.063,0.025,0.993,0.360333
49.981,-0.027,0.043,1.269,0.446333
49.984,0.202,0.048,0.808,0.352667
49.986,-0.050,0.100,1.064,0.404667
49.989,-0.055,0.108,1.377,0.513333
49.991,0.173,0.163,0.835,0.390333
49.993,0.103,0.037,0.815,0.318333
49.995,-0.009,-0.003,1.230,0.414
50.000,0.226,0.121,0.884,0.410333
50.001,0.297,0.040,0.614,0.317
50.003,0.178,0.036,0.961,0.391667
50.006,0.257,0.078,0.884,0.406333
50.008,0.226,0.039,0.722,0.329
50.010,0.284,0.000,0.770,0.351333
50.013,0.263,0.085,0.921,0.423
50.023,0.111,0.090,0.909,0.37
50.023,0.043,0.056,1.078,0.392333
50.024,0.069,0.146,1.347,0.520667
50.024,0.074,0.046,1.180,0.433333
50.035,-0.211,0.111,1.296,0.539333
50.036,0.022,0.056,1.396,0.491333
50.036,0.133,0.156,1.022,0.437
50.036,0.077,0.155,0.951,0.394333
50.037,0.120,0.091,1.078,0.429667
50.061,0.150,0.133,0.920,0.401
50.062,0.219,0.033,0.711,0.321
50.062,0.207,-0.004,0.828,0.346333
50.062,0.163,0.017,0.902,0.360667
50.063,0.036,0.116,0.891,0.347667
50.063,0.193,0.035,0.856,0.361333
50.063,-0.071,0.108,1.057,0.412
50.063,0.017,0.005,1.250,0.424
50.063,0.196,0.067,0.849,0.370667
50.064,-0.044,0.190,1.052,0.428667
50.064,0.114,0.081,1.081,0.425333
50.069,0.100,0.176,0.698,0.324667
50.069,0.238,0.076,0.848,0.387333
50.070,0.029,0.111,0.882,0.340667
50.072,0.030,0.031,0.956,0.339
50.074,0.307,-0.016,0.617,0.313333
50.087,0.093,-0.038,0.881,0.337333
50.087,-0.095,0.060,1.174,0.443
50.087,0.258,0.096,0.688,0.347333
50.087,0.143,0.133,0.819,0.365
50.087,-0.016,0.082,1.139,0.412333
50.089,0.180,0.104,0.823,0.369
50.091,0.238,0.034,0.870,0.380667
50.093,-0.079,0.022,1.132,0.411
50.096,0.128,0.007,1.021,0.385333
50.099,0.256,-0.003,0.824,0.361
50.100,0.060,0.039,1.025,0.374667
50.104,0.081,0.067,1.055,0.401
50.106,0.250,0.028,0.792,0.356667
50.109,0.101,0.002,0.948,0.350333
50.110,-0.083,0.105,1.244,0.477333
50.114,0.248,0.007,0.994,0.416333
50.117,0.293,0.021,0.793,0.369
50.118,0.152,0.052,1.051,0.418333
50.122,0.155,0.045,1.024,0.408
50.124,0.254,0.022,0.900,0.392
50.126,0.067,-0.014,1.120,0.400333
50.128,0.075,0.090,1.210,0.458333
50.144,0.245,0.073,0.806,0.374667
50.145,0.156,0.058,0.955,0.389667
50.145,0.156,0.063,1.016,0.411667
50.145,0.071,0.067,0.940,0.359333
50.145,0.010,0.003,1.064,0.359
50.145,-0.037,0.008,1.135,0.393333
50.145,-0.026,0.038,1.095,0.386333
50.148,0.129,0.037,0.888,0.351333
50.150,0.068,0.145,1.118,0.443667
50.152,0.086,0.044,0.996,0.375333
50.155,0.054,0.096,0.885,0.345
50.157,0.159,-0.094,1.045,0.432667
50.160,0.198,0.044,1.013,0.418333
50.162,0.131,0.041,0.892,0.354667
50.165,0.290,0.018,0.804,0.370667
50.167,0.324,0.104,0.838,0.422
50.170,0.219,0.015,0.978,0.404
50.172,0.301,0.004,0.825,0.376667
50.174,0.208,0.047,1.062,0.439
50.178,0.130,0.028,1.282,0.48
50.179,0.335,0.069,0.766,0.39
50.182,0.209,0.130,1.070,0.469667
50.184,0.025,0.082,1.312,0.473
50.187,0.215,0.005,0.787,0.335667
50.190,0.237,-0.013,0.860,0.37
50.192,-0.049,-0.100,1.290,0.479667
50.194,0.005,0.016,1.059,0.36
50.197,0.233,0.004,0.767,0.334667
50.202,0.178,0.042,0.928,0.382667
50.202,0.116,0.019,0.880,0.338333
50.205,0.253,-0.042,0.669,0.321333
50.207,0.373,-0.093,0.734,0.4
50.210,0.184,-0.067,0.934,0.395
50.212,0.185,-0.070,0.911,0.388667
50.243,0.356,-0.009,0.837,0.400667
50.243,0.098,0.050,1.137,0.428333
50.244,0.268,-0.053,1.024,0.448333
50.244,0.359,-0.012,0.755,0.375333
50.244,0.109,-0.033,1.141,0.427667
50.244,0.175,0.001,1.036,0.404
50.245,0.397,0.045,0.746,0.396
50.245,0.162,-0.002,0.886,0.35
50.245,0.018,0.135,1.075,0.409333
50.245,0.235,0.064,0.880,0.393
50.245,0.117,0.044,0.821,0.327333
50.246,-0.022,-0.015,1.126,0.387667
50.246,0.265,0.038,0.851,0.384667
50.251,0.256,0.084,0.637,0.325667
50.251,0.393,0.101,0.596,0.363333
50.251,0.387,0.110,0.638,0.378333
50.254,0.290,0.053,0.818,0.387
50.256,0.335,0.112,0.725,0.390667
50.259,0.182,-0.049,0.953,0.394667
50.260,0.291,0.024,1.112,0.475667
50.263,0.330,0.071,0.819,0.406667
50.266,0.203,0.028,1.011,0.414
50.268,0.533,0.054,0.933,0.506667
50.270,0.531,-0.001,0.741,0.424333
50.272,0.108,0.014,1.102,0.408
50.275,0.282,-0.001,1.084,0.455667
50.278,0.523,0.028,0.971,0.507333
50.281,0.579,-0.024,0.855,0.486
50.283,0.592,0.064,0.711,0.455667
50.286,0.530,-0.028,0.941,0.499667
50.288,0.661,-0.127,0.793,0.527
50.291,0.562,-0.150,0.797,0.503
50.293,0.164,-0.169,1.152,0.495
50.296,0.404,0.024,0.867,0.431667
50.300,0.337,-0.018,0.868,0.407667
50.301,0.145,-0.005,1.206,0.452
50.303,0.219,0.040,0.940,0.399667
50.305,-0.187,0.050,1.363,0.533333
50.308,-0.390,-0.062,1.728,0.726667
50.310,-0.117,-0.082,1.348,0.515667
50.313,-0.204,0.008,1.397,0.536333
50.321,-0.312,-0.101,1.562,0.658333
50.322,0.194,-0.081,0.972,0.415667
50.323,0.305,-0.106,0.746,0.385667
50.343,0.233,-0.150,1.076,0.486333
50.344,0.376,-0.079,0.783,0.412667
50.344,0.521,-0.078,0.627,0.408667
50.344,0.493,-0.168,0.706,0.455667
50.344,0.464,-0.116,0.751,0.443667
50.345,0.555,-0.049,0.797,0.467
50.345,0.414,-0.094,0.880,0.462667
50.345,0.361,-0.078,0.990,0.476333
50.345,0.385,0.043,0.932,0.453333
50.345,0.196,0.076,1.025,0.432333
50.355,0.145,0.092,1.189,0.475333
50.355,0.199,0.043,1.117,0.453
50.355,0.023,-0.019,1.235,0.425667
50.355,0.065,-0.067,1.219,0.450333
50.357,0.325,0.002,0.905,0.410667
50.359,0.184,-0.006,0.859,0.349667
50.362,0.041,-0.066,1.016,0.374333
50.365,0.390,-0.017,0.746,0.384333
50.367,0.264,-0.078,0.688,0.343333
50.368,-0.002,-0.166,1.169,0.445667
50.371,0.473,-0.140,0.851,0.488
50.375,0.349,-0.085,0.607,0.347
50.376,0.326,-0.109,0.920,0.451667
50.379,0.506,-0.043,0.714,0.421
50.382,0.385,-0.071,0.761,0.405667
50.383,0.309,-0.131,0.937,0.459
50.386,0.501,-0.073,0.921,0.498333
50.389,0.407,-0.016,0.943,0.455333
50.391,0.304,-0.054,0.995,0.451
50.393,0.306,0.017,1.103,0.475333
50.396,0.236,-0.038,1.088,0.454
50.400,0.185,-0.065,1.096,0.448667
50.401,0.107,-0.096,1.273,0.492
50.403,0.257,-0.043,1.096,0.465333
50.405,0.264,0.003,0.768,0.345
50.408,0.276,-0.009,0.945,0.41
50.411,0.243,-0.006,0.920,0.389667
50.420,0.228,-0.033,0.894,0.385
50.420,0.218,-0.066,1.034,0.439333
50.421,0.245,-0.090,0.889,0.408
50.421,0.250,-0.015,0.868,0.377667
50.423,0.343,0.040,0.805,0.396
50.425,0.247,0.026,1.011,0.428
50.428,0.307,-0.013,0.989,0.436333
50.431,0.414,-0.029,0.791,0.411333
50.432,0.205,-0.040,1.163,0.469333
50.435,0.314,0.031,1.067,0.470667
50.437,0.526,0.003,0.671,0.4
50.440,0.232,0.024,0.981,0.412333
50.442,0.314,-0.042,1.075,0.477
50.445,0.341,-0.087,0.763,0.397
50.448,0.023,-0.119,1.192,0.444667
50.450,0.279,-0.087,1.156,0.507333
50.452,0.543,-0.056,0.537,0.378667
50.455,0.176,-0.070,0.914,0.386667
50.458,0.386,0.001,1.131,0.506
50.460,0.344,-0.047,0.716,0.369
50.462,0.100,-0.066,1.173,0.446333
50.466,0.376,-0.020,1.025,0.473667
50.467,0.431,0.042,0.657,0.376667
50.470,0.037,-0.054,1.252,0.447667
50.472,0.393,-0.058,1.088,0.513
50.475,0.254,-0.089,0.807,0.383333
50.478,-0.005,-0.199,1.504,0.569333
50.485,0.250,0.006,1.110,0.455333
50.485,0.370,-0.019,0.659,0.349333
50.486,0.180,-0.039,1.336,0.518333
50.488,0.383,-0.164,1.167,0.571333
50.490,0.319,-0.066,0.995,0.46
50.492,0.188,-0.169,1.375,0.577333
50.494,0.249,-0.166,1.086,0.500333
50.498,0.369,-0.093,0.893,0.451667
50.499,0.134,-0.077,1.280,0.497
50.502,0.183,-0.069,1.199,0.483667
50.505,0.286,-0.089,0.781,0.385333
50.506,0.142,-0.113,1.205,0.486667
50.509,0.110,-0.148,1.103,0.453667
50.511,0.217,-0.034,0.669,0.306667
50.520,0.092,-0.067,0.911,0.356667
50.520,0.114,-0.189,0.914,0.405667
50.521,0.372,-0.101,0.629,0.367333
50.534,-0.076,-0.089,0.952,0.372333
50.535,-0.170,-0.136,1.223,0.509667
50.535,0.320,0.009,0.551,0.293333
50.535,0.028,-0.044,0.614,0.228667
50.535,-0.312,-0.111,1.269,0.564
50.536,0.181,0.024,0.750,0.318333
50.536,-0.013,-0.009,0.712,0.244667
50.539,-0.139,-0.111,1.292,0.514
50.541,0.194,0.061,0.676,0.310333
50.543,0.045,-0.019,0.760,0.274667
50.548,-0.078,-0.146,1.335,0.519667
50.549,0.448,-0.044,0.622,0.371333
50.551,0.087,-0.114,0.774,0.325
50.553,0.150,-0.197,1.373,0.573333
50.556,0.542,-0.026,0.434,0.334
50.559,0.088,-0.188,0.874,0.383333
50.561,-0.011,-0.237,1.698,0.648667
50.564,0.446,-0.016,0.580,0.347333
50.567,0.060,-0.044,0.903,0.335667
50.575,0.117,-0.161,1.601,0.626333
50.575,0.482,0.010,0.508,0.333333
50.575,0.012,-0.119,0.991,0.374
50.576,0.001,-0.197,1.773,0.657
50.577,0.316,0.073,0.721,0.37
50.581,0.086,-0.055,0.999,0.38
50.583,0.104,0.036,1.457,0.532333
50.585,0.404,0.120,0.491,0.338333
50.588,0.149,0.001,0.984,0.378
50.590,0.204,0.021,1.371,0.532
50.593,0.338,0.070,0.672,0.36
50.597,-0.111,0.039,1.272,0.474
50.601,0.126,0.050,1.243,0.473
50.601,0.197,0.164,0.553,0.304667
50.603,-0.056,0.019,1.387,0.487333
50.605,-0.093,0.137,1.348,0.526
50.607,0.136,0.138,0.670,0.314667
50.609,-0.189,0.096,1.237,0.507333
50.622,0.078,0.082,1.056,0.405333
50.622,-0.112,0.201,0.623,0.312
50.622,-0.348,0.062,1.350,0.586667
50.623,-0.134,0.214,1.032,0.46
50.623,0.007,0.257,0.501,0.255
50.624,-0.240,0.236,1.166,0.547333
50.628,0.072,0.336,0.677,0.361667
50.630,-0.029,0.339,0.357,0.241667
50.632,-0.178,0.140,1.249,0.522333
50.634,0.122,0.240,0.756,0.372667
50.637,0.068,0.160,0.605,0.277667
50.639,-0.141,0.136,1.333,0.536667
50.641,0.466,0.259,0.500,0.408333
50.644,0.164,0.243,0.487,0.298
50.648,-0.259,0.089,1.747,0.698333
50.650,0.013,0.165,1.378,0.518667
50.651,0.069,0.156,1.100,0.441667
50.654,-0.168,0.048,1.790,0.668667
50.657,-0.090,0.101,1.707,0.632667
50.659,0.093,0.242,1.295,0.543333
50.661,0.016,0.287,1.367,0.556667
50.664,-0.017,0.266,1.493,0.592
50.667,0.226,0.224,1.099,0.516333
50.669,0.277,0.230,1.037,0.514667
50.671,0.155,0.218,1.131,0.501333
50.674,0.088,0.188,1.077,0.451
50.676,0.072,0.198,1.121,0.463667
50.679,0.098,0.221,1.052,0.457
50.683,0.004,0.236,1.119,0.453
50.684,0.228,0.296,1.052,0.525333
50.686,0.315,0.242,0.728,0.428333
50.688,0.375,0.206,0.846,0.475667
50.691,0.509,0.339,0.615,0.487667
50.693,0.368,0.247,0.605,0.406667
50.698,0.236,0.180,0.840,0.418667
50.699,0.369,0.094,0.490,0.317667
50.701,0.098,0.058,0.663,0.273
50.704,-0.149,-0.113,1.141,0.467667
50.706,-0.138,-0.029,0.915,0.360667
50.708,-0.339,-0.087,1.042,0.489333
50.710,-0.437,0.013,1.402,0.617333
50.725,-0.245,0.088,0.950,0.427667
50.725,-0.437,0.140,0.938,0.505
50.725,-0.487,0.037,1.528,0.684
50.725,-0.240,0.182,0.903,0.441667
50.725,-0.121,0.132,0.836,0.363
50.726,-0.153,0.174,1.069,0.465333
50.729,0.182,0.160,0.594,0.312
50.732,0.041,0.075,0.851,0.322333
50.733,0.080,0.014,1.162,0.418667
50.735,0.236,0.146,0.755,0.379
50.738,0.071,0.060,1.093,0.408
50.740,0.075,0.132,1.245,0.484
50.742,0.298,0.180,0.787,0.421667
50.745,-0.104,0.059,1.426,0.529667
50.748,0.174,0.102,1.415,0.563667
50.750,0.236,0.094,0.938,0.422667
50.752,0.079,0.021,1.408,0.502667
50.755,0.275,0.022,1.062,0.453
50.757,0.373,0.027,0.780,0.393333
50.760,0.017,-0.182,1.400,0.533
50.765,0.082,-0.213,1.350,0.548333
50.766,0.059,-0.186,1.093,0.446
50.767,0.002,-0.271,1.356,0.543
50.770,0.185,-0.109,0.997,0.430333
50.772,0.215,-0.149,0.771,0.378333
50.775,-0.127,-0.254,1.206,0.529
50.777,0.169,-0.196,0.984,0.449667
50.783,0.159,-0.247,0.786,0.397333
50.783,0.022,-0.382,1.140,0.514667
50.784,0.429,-0.233,0.654,0.438667
50.787,0.178,-0.233,0.817,0.409333
50.790,0.025,-0.432,1.270,0.575667
50.792,0.253,-0.360,0.884,0.499
50.794,0.125,-0.456,1.226,0.602333
50.798,0.031,-0.383,1.277,0.563667
50.800,0.161,-0.313,0.957,0.477
50.802,0.000,-0.404,1.249,0.551
50.804,0.083,-0.404,1.354,0.613667
50.807,0.048,-0.403,1.235,0.562
50.809,0.038,-0.465,1.336,0.613
50.812,0.183,-0.479,1.150,0.604
50.836,0.280,-0.372,1.011,0.554333
50.837,0.172,-0.423,1.048,0.547667
50.837,0.282,-0.398,1.083,0.587667
50.837,0.251,-0.406,1.004,0.553667
50.837,-0.005,-0.507,1.217,0.576333
50.838,0.148,-0.445,1.112,0.568333
50.838,0.342,-0.258,0.767,0.455667
50.838,-0.011,-0.437,1.233,0.560333
50.839,0.143,-0.396,1.059,0.532667
50.839,0.293,-0.273,0.582,0.382667
50.839,0.053,-0.378,0.953,0.461333
50.847,-0.048,-0.337,1.061,0.482
50.847,-0.189,-0.266,1.078,0.511
50.848,-0.357,-0.404,1.367,0.709333
50.848,-0.536,-0.277,1.744,0.852333
50.850,-0.138,-0.174,1.404,0.572
50.853,-0.132,-0.163,1.075,0.456667
50.855,0.046,-0.063,1.028,0.379
50.859,0.410,0.077,0.425,0.304
50.860,0.249,-0.064,0.738,0.350333
50.873,0.284,0.000,0.581,0.288333
50.873,0.579,-0.064,0.156,0.266333
50.873,0.308,-0.211,0.660,0.393
50.873,-0.150,-0.099,1.203,0.484
50.874,-0.213,-0.160,1.482,0.618333
50.876,-0.458,-0.113,1.693,0.754667
50.878,-0.439,-0.087,1.780,0.768667
50.882,-0.376,0.089,1.532,0.665667
50.882,-0.274,0.135,1.459,0.622667
50.884,-0.209,0.159,1.383,0.583667
50.888,0.202,0.234,0.946,0.460667
50.890,0.198,0.181,0.815,0.398
50.892,0.123,0.086,0.936,0.381667
50.895,0.389,0.155,0.710,0.418
50.898,0.403,0.076,0.576,0.351667
50.900,0.290,0.081,0.636,0.335667
50.902,0.126,0.099,0.729,0.318
50.904,-0.306,0.115,1.284,0.568333
50.907,-0.398,0.231,1.462,0.697
50.909,-0.359,0.396,1.269,0.674667
50.920,-0.551,0.287,1.495,0.777667
50.921,-0.501,0.355,1.411,0.755667
50.921,-0.314,0.432,1.018,0.588
50.921,-0.338,0.165,1.293,0.598667
50.921,-0.078,0.265,1.107,0.483333
50.925,0.158,0.167,0.568,0.297667
50.927,0.065,0.247,0.904,0.405333
50.931,0.206,0.280,0.687,0.391
50.933,0.352,0.317,0.384,0.351
50.934,0.199,0.253,0.684,0.378667
50.937,0.071,0.340,0.929,0.446667
50.939,0.045,0.397,0.827,0.423
50.942,-0.045,0.450,0.972,0.489
50.944,-0.163,0.454,1.125,0.580667
50.946,-0.178,0.504,0.976,0.552667
50.949,-0.268,0.491,1.190,0.649667
50.951,-0.359,0.376,1.448,0.727667
50.954,-0.126,0.442,1.121,0.563
50.956,0.054,0.488,0.865,0.469
50.959,-0.049,0.558,1.033,0.546667
50.961,0.175,0.581,0.717,0.491
50.965,0.204,0.552,0.502,0.419333
50.967,-0.020,0.422,1.093,0.511667
50.969,0.060,0.390,0.843,0.431
50.971,0.137,0.316,0.694,0.382333
50.974,-0.048,0.280,1.199,0.509
50.977,0.125,0.367,0.730,0.407333
50.982,0.100,0.435,0.673,0.402667
50.983,-0.153,0.396,1.313,0.620667
50.984,-0.004,0.321,1.122,0.482333
50.986,0.172,0.353,0.880,0.468333
50.989,-0.028,0.289,1.283,0.533333
50.991,0.148,0.364,0.946,0.486
50.993,0.217,0.316,0.750,0.427667
50.997,0.100,0.256,1.299,0.551667
50.998,0.097,0.279,1.104,0.493333
51.001,0.181,0.246,1.070,0.499
51.003,0.081,0.233,1.343,0.552333
51.006,0.251,0.295,0.934,0.493333
51.008,0.199,0.307,0.958,0.488
51.010,0.105,0.358,1.266,0.576333
51.017,0.184,0.308,1.045,0.512333
51.018,0.147,0.284,1.005,0.478667
51.018,0.272,0.324,1.046,0.547333
51.022,0.243,0.297,0.798,0.446
51.023,0.185,0.253,0.848,0.428667
51.027,0.129,0.275,1.060,0.488
51.028,0.038,0.301,1.025,0.454667
51.046,0.015,0.240,0.922,0.392333
51.046,-0.079,0.314,1.261,0.551333
51.046,-0.060,0.289,1.117,0.488667
51.046,0.038,0.245,0.829,0.370667
51.046,-0.092,0.367,1.149,0.536
51.046,0.068,0.323,0.943,0.444667
51.046,0.073,0.305,0.681,0.353
51.047,0.147,0.281,1.039,0.489
51.050,0.141,0.329,0.785,0.418333
51.052,0.229,0.252,0.530,0.337
51.054,0.287,0.250,0.611,0.382667
51.058,0.184,0.225,0.728,0.379
51.066,0.243,0.247,0.608,0.366
51.067,0.428,0.350,0.564,0.447333
51.067,0.086,0.279,1.055,0.473333
51.067,0.101,0.325,0.855,0.427
51.069,0.163,0.332,0.902,0.465667
51.072,-0.203,0.379,1.457,0.679667
51.074,0.080,0.283,1.045,0.469333
51.078,-0.029,0.213,1.158,0.466667
51.081,-0.089,0.119,1.540,0.582667
51.082,0.317,0.190,0.767,0.424667
51.085,0.060,0.224,1.180,0.488
51.086,-0.057,0.093,1.403,0.517667
51.089,0.404,0.336,0.655,0.465
51.091,0.058,0.261,1.171,0.496667
51.093,0.099,0.173,1.236,0.502667
51.099,0.290,0.154,0.690,0.378
51.099,-0.184,0.019,1.507,0.57
51.101,-0.174,0.030,1.606,0.603333
51.103,0.111,0.249,0.935,0.431667
51.108,-0.138,0.207,1.271,0.538667
51.109,-0.233,0.198,1.303,0.578
51.122,-0.134,0.110,0.976,0.406667
51.122,-0.093,0.376,1.041,0.503333
51.123,-0.054,0.146,1.022,0.407333
51.123,-0.180,0.075,1.055,0.436667
51.123,0.047,0.170,0.618,0.278333
51.124,0.110,0.140,0.749,0.333
51.125,-0.067,-0.160,1.075,0.434
51.128,0.166,0.194,0.530,0.296667
51.131,0.286,0.144,0.494,0.308
51.132,-0.062,0.330,0.864,0.418667
51.135,0.122,0.250,0.688,0.353333
51.138,0.318,0.157,0.802,0.425667
51.140,0.089,0.223,1.083,0.465
51.143,0.065,0.113,0.905,0.361
51.146,0.188,0.417,0.792,0.465667
51.148,0.206,0.179,0.767,0.384
51.150,-0.010,0.368,1.050,0.476
51.153,0.265,0.344,0.823,0.477333
51.156,0.107,0.293,0.816,0.405333
51.158,-0.007,-0.071,1.184,0.420667
51.161,0.168,0.481,0.888,0.512333
51.164,0.262,0.160,0.610,0.344
51.166,-0.089,0.422,0.934,0.481667
51.168,0.176,0.372,1.060,0.536
51.171,0.149,0.459,0.710,0.439333
51.172,-0.069,0.269,1.093,0.477
51.176,0.089,0.270,1.240,0.533
51.179,0.108,0.592,0.869,0.523
51.180,0.066,0.374,0.734,0.391333
51.183,0.105,0.483,0.980,0.522667
51.185,0.093,0.370,0.924,0.462333
51.188,0.085,0.171,0.904,0.386667
51.190,0.011,0.337,1.018,0.455333
51.193,-0.148,0.471,1.162,0.593667
51.195,-0.015,0.510,0.810,0.445
51.198,0.069,0.264,0.929,0.420667
51.200,-0.061,0.581,1.216,0.619333
51.202,-0.000,0.545,0.780,0.441667
51.205,0.159,0.310,0.833,0.434
51.208,0.222,0.318,0.885,0.475
51.209,-0.067,0.545,0.983,0.531667
51.213,0.181,0.559,0.812,0.517333
51.215,0.424,0.367,0.574,0.455
51.218,0.040,0.285,1.104,0.476333
51.219,0.196,0.255,0.991,0.480667
51.222,0.355,0.576,0.541,0.490667
51.225,-0.019,0.343,0.969,0.443667
51.227,0.071,0.567,1.016,0.551333
51.235,0.459,0.249,0.693,0.467
51.236,0.195,0.668,0.748,0.537
51.236,0.286,0.321,0.749,0.452
51.241,0.116,0.232,0.942,0.43
51.242,0.147,0.153,0.958,0.419333
51.242,0.069,0.459,0.905,0.477667
51.243,0.035,0.838,1.246,0.706333
51.269,0.046,0.325,0.924,0.431667
51.269,0.103,0.414,1.049,0.522
51.269,0.213,0.422,0.890,0.508333
51.269,0.152,0.314,0.751,0.405667
51.269,0.324,0.174,0.631,0.376333
51.269,0.254,0.064,0.712,0.343333
51.270,0.037,0.319,1.006,0.454
51.270,0.213,0.260,0.728,0.400333
51.270,0.073,0.604,0.992,0.556333
51.270,-0.046,0.187,1.144,0.459
51.271,0.046,0.371,0.929,0.448667
51.274,0.143,0.388,0.957,0.496
51.275,-0.111,0.497,1.231,0.613
51.279,0.095,0.157,1.006,0.419333
51.280,0.362,0.225,0.723,0.436667
51.284,0.168,0.376,0.924,0.489333
51.287,0.176,0.336,0.758,0.423333
51.289,0.387,0.246,0.718,0.450333
51.290,0.355,0.303,0.950,0.536
51.293,0.175,0.543,0.835,0.517667
51.296,0.273,0.522,0.983,0.592667
51.298,0.286,0.379,0.910,0.525
51.300,0.127,0.127,1.010,0.421333
51.303,0.054,0.204,1.252,0.503333
51.313,0.344,0.283,0.827,0.484667
51.313,0.089,0.343,0.845,0.425667
51.313,0.115,0.195,1.331,0.547
51.319,0.473,0.359,0.900,0.577333
51.320,0.434,0.432,0.474,0.446667
51.320,0.180,0.445,0.960,0.528333
51.321,0.318,0.197,0.888,0.467667
51.323,0.215,0.251,0.766,0.410667
51.325,-0.122,0.294,1.325,0.580333
51.342,0.158,0.077,1.314,0.516333
51.342,0.290,0.167,0.822,0.426333
51.342,0.341,0.230,0.941,0.504
51.342,0.185,0.645,1.017,0.615667
51.343,0.346,0.414,0.534,0.431333
51.343,0.410,0.231,0.546,0.395667
51.343,0.196,0.319,0.925,0.48
51.346,0.092,0.070,0.958,0.373333
51.346,0.085,0.159,0.797,0.347
51.349,0.310,0.041,0.761,0.370667
51.352,0.091,0.178,0.923,0.397333
51.354,0.100,0.252,0.812,0.388
51.357,0.086,0.451,0.871,0.469333
51.360,-0.124,0.075,1.258,0.485667
51.361,-0.045,0.050,1.287,0.460667
51.364,0.351,0.229,0.809,0.463
51.366,0.166,0.235,0.759,0.386667
51.369,-0.014,0.031,1.100,0.381667
51.371,0.426,0.128,0.693,0.415667
51.374,0.389,0.195,0.543,0.375667
51.376,0.000,0.012,1.113,0.375
51.379,0.313,-0.036,1.011,0.453333
51.381,0.371,0.142,0.614,0.375667
51.383,0.007,0.038,1.115,0.386667
51.386,0.170,0.034,1.132,0.445333
51.389,0.273,0.150,0.717,0.38
51.391,-0.232,-0.064,1.308,0.534667
51.395,-0.019,-0.074,1.421,0.504667
51.396,0.331,0.047,0.773,0.383667
51.398,0.122,-0.016,0.938,0.358667
51.401,0.036,-0.024,1.188,0.416
51.403,0.565,-0.080,0.639,0.428
51.406,0.075,0.058,0.703,0.278667
51.408,-0.067,-0.120,1.510,0.565667
51.411,0.419,-0.266,0.944,0.543
51.413,0.236,-0.058,0.615,0.303
51.415,0.013,-0.127,1.363,0.501
51.418,0.346,-0.094,0.898,0.446
51.420,0.272,0.020,0.682,0.324667
51.423,-0.106,0.025,1.458,0.529667
51.426,0.274,-0.217,1.146,0.545667
51.431,0.187,0.007,0.799,0.331
51.431,0.071,-0.079,1.189,0.446333
51.433,0.315,-0.075,0.954,0.448
51.435,0.370,-0.183,0.718,0.423667
51.438,0.041,-0.061,1.087,0.396333
