time,x,y,z,0
32.480,0.241,-0.043,0.970,0.312
32.481,0.245,-0.003,1.038,0.112
32.484,0.195,-0.009,1.053,0.071
32.486,0.327,-0.067,0.788,0.455
32.488,0.337,-0.160,0.796,0.111
32.491,0.173,-0.146,0.944,0.326
32.493,0.186,-0.099,0.968,0.084
32.496,0.346,-0.022,0.803,0.402
32.498,0.299,-0.054,0.785,0.097
32.501,0.166,-0.064,0.915,0.273
32.503,0.101,-0.007,0.954,0.161
32.506,0.094,-0.019,0.984,0.049
32.508,0.151,-0.050,0.867,0.205
32.511,0.102,0.014,0.992,0.238
32.513,0.159,0.064,1.115,0.23
32.517,0.208,0.088,0.938,0.25
32.519,0.115,0.007,1.080,0.316
32.521,0.178,-0.060,1.001,0.209
32.523,0.287,-0.070,0.902,0.218
32.526,0.230,-0.041,0.973,0.157
32.528,0.198,-0.071,1.001,0.09
32.531,0.181,-0.062,1.027,0.052
32.534,0.254,-0.077,1.014,0.101
32.536,0.231,-0.006,0.912,0.196
32.538,0.239,-0.092,0.902,0.104
32.540,0.270,-0.123,0.819,0.145
32.543,0.242,-0.135,0.876,0.097
32.546,0.136,-0.046,1.042,0.361
32.548,0.246,-0.017,0.905,0.276
32.554,0.259,-0.080,0.848,0.133
32.554,0.125,-0.081,0.896,0.183
32.556,0.144,-0.106,0.882,0.058
32.558,0.043,-0.080,1.041,0.286
32.560,0.031,-0.068,1.073,0.056
32.563,0.123,-0.046,0.943,0.244
32.565,0.008,0.002,1.068,0.288
32.606,0.090,-0.050,1.053,0.149
32.606,0.164,-0.080,0.917,0.24
32.606,-0.023,-0.004,1.102,0.448
32.607,0.031,-0.033,0.978,0.207
32.607,0.152,-0.075,0.808,0.333
32.607,0.213,-0.143,0.854,0.175
32.607,0.235,-0.144,0.790,0.087
32.607,0.184,-0.157,0.811,0.085
32.607,0.080,-0.208,0.851,0.195
32.608,0.056,-0.262,0.861,0.088
32.608,-0.038,-0.242,1.013,0.266
32.608,-0.010,-0.211,1.090,0.136
32.608,0.110,-0.189,0.935,0.297
32.608,0.056,-0.201,1.077,0.208
32.609,0.007,-0.160,1.107,0.12
32.609,0.049,-0.192,1.061,0.12
32.609,0.108,-0.313,0.992,0.249
32.609,0.148,-0.344,0.945,0.118
32.613,0.178,-0.269,0.894,0.156
32.615,0.146,-0.266,0.978,0.119
32.617,0.229,-0.228,0.929,0.17
32.621,0.191,-0.178,0.932,0.091
32.621,0.101,-0.122,1.037,0.251
32.624,0.229,-0.096,0.879,0.312
32.637,0.210,-0.198,0.829,0.171
32.637,0.101,-0.199,0.945,0.226
32.637,0.142,-0.121,1.005,0.179
32.638,0.171,-0.140,0.982,0.071
32.638,0.150,-0.180,0.924,0.119
32.638,0.220,-0.246,0.889,0.171
32.641,0.154,-0.258,0.938,0.127
32.644,0.143,-0.313,0.964,0.092
32.646,0.170,-0.394,0.845,0.227
32.648,0.084,-0.376,0.932,0.191
32.654,0.116,-0.351,0.836,0.153
32.655,0.001,-0.352,0.905,0.185
32.656,-0.034,-0.366,1.024,0.168
32.658,-0.003,-0.293,0.901,0.227
32.660,-0.146,-0.312,1.083,0.344
32.663,-0.131,-0.349,0.966,0.169
32.703,-0.130,-0.364,0.865,0.117
32.704,-0.132,-0.443,0.864,0.082
32.704,-0.083,-0.429,0.888,0.087
32.704,-0.035,-0.357,0.830,0.178
32.704,-0.088,-0.373,0.880,0.119
32.704,-0.132,-0.371,0.955,0.121
32.705,-0.175,-0.325,0.998,0.132
32.705,-0.195,-0.350,1.094,0.141
32.705,-0.100,-0.299,0.969,0.271
32.705,-0.113,-0.316,1.061,0.122
32.705,-0.115,-0.377,1.062,0.064
32.706,-0.033,-0.363,0.906,0.252
32.706,-0.026,-0.414,0.995,0.147
32.706,-0.050,-0.421,1.062,0.098
32.706,-0.029,-0.289,1.070,0.161
32.707,0.035,-0.299,1.101,0.105
32.707,0.050,-0.269,1.031,0.115
32.707,0.006,-0.288,1.098,0.13
32.710,-0.075,-0.258,1.138,0.151
32.712,-0.009,-0.258,1.093,0.111
32.715,0.046,-0.253,1.011,0.142
32.717,-0.033,-0.247,1.088,0.162
32.719,-0.021,-0.243,1.053,0.051
32.722,0.055,-0.258,0.881,0.263
32.724,0.022,-0.310,0.871,0.095
32.727,0.076,-0.312,0.928,0.113
32.730,0.111,-0.200,0.898,0.177
32.733,0.115,-0.198,0.976,0.084
32.735,0.079,-0.224,0.912,0.126
32.737,0.022,-0.288,0.941,0.15
32.739,-0.061,-0.302,0.988,0.144
32.742,-0.033,-0.341,0.910,0.145
32.744,-0.071,-0.321,0.997,0.145
32.747,-0.032,-0.274,1.072,0.161
32.752,0.073,-0.209,0.973,0.269
32.753,-0.039,-0.204,1.104,0.248
32.755,-0.103,-0.266,1.056,0.174
32.757,-0.073,-0.308,1.010,0.118
32.759,-0.054,-0.314,1.025,0.04
32.761,0.009,-0.320,0.967,0.127
32.764,0.069,-0.322,0.892,0.137
32.792,0.180,-0.376,0.825,0.232
32.792,0.249,-0.417,0.760,0.175
32.792,0.105,-0.403,0.928,0.326
32.793,0.027,-0.330,0.983,0.206
32.793,0.111,-0.322,0.849,0.226
32.793,0.062,-0.286,0.988,0.224
32.793,0.064,-0.213,1.082,0.169
32.793,0.083,-0.143,1.045,0.126
32.794,0.157,-0.209,1.066,0.161
32.794,0.177,-0.314,0.898,0.293
32.794,-0.019,-0.307,1.002,0.307
32.794,0.006,-0.315,0.987,0.048
32.796,0.190,-0.296,0.718,0.472
32.798,0.188,-0.320,0.794,0.102
32.800,0.226,-0.281,0.835,0.118
32.803,0.287,-0.298,0.800,0.113
32.806,0.194,-0.342,0.829,0.166
32.808,0.131,-0.373,0.817,0.106
32.810,0.039,-0.323,0.885,0.21
32.813,0.035,-0.316,1.014,0.14
32.816,0.130,-0.273,0.956,0.196
32.817,0.185,-0.268,1.031,0.135
32.820,0.193,-0.272,1.030,0.013
32.822,0.206,-0.320,1.017,0.074
32.825,0.129,-0.342,0.991,0.125
32.828,0.202,-0.362,0.879,0.205
32.830,0.355,-0.325,0.691,0.378
32.833,0.408,-0.344,0.661,0.102
32.835,0.353,-0.289,0.799,0.248
32.837,0.409,-0.242,0.793,0.109
32.840,0.456,-0.215,0.713,0.154
32.842,0.402,-0.251,0.788,0.165
32.845,0.314,-0.244,0.882,0.189
32.847,0.274,-0.183,1.002,0.221
32.853,0.352,-0.178,0.983,0.102
32.854,0.322,-0.180,1.032,0.081
32.855,0.335,-0.221,1.090,0.112
32.857,0.396,-0.256,1.012,0.174
32.859,0.387,-0.363,1.019,0.123
32.862,0.457,-0.396,0.885,0.237
32.864,0.412,-0.366,0.813,0.147
32.904,0.359,-0.316,0.849,0.139
32.905,0.454,-0.308,0.716,0.236
32.917,0.508,-0.350,0.609,0.203
32.917,0.319,-0.345,0.826,0.411
32.917,0.273,-0.261,0.922,0.226
32.918,0.314,-0.269,0.927,0.054
32.918,0.263,-0.284,1.039,0.178
32.918,0.217,-0.287,1.054,0.064
32.918,0.230,-0.285,0.955,0.114
32.918,0.334,-0.359,0.934,0.199
32.919,0.384,-0.414,0.906,0.133
32.919,0.326,-0.446,1.073,0.257
32.919,0.381,-0.371,0.891,0.312
32.919,0.374,-0.439,0.817,0.149
32.920,0.226,-0.448,0.873,0.213
32.920,0.336,-0.432,0.819,0.18
32.920,0.303,-0.322,0.897,0.221
32.920,0.322,-0.337,0.912,0.049
32.920,0.265,-0.348,0.990,0.146
32.921,0.208,-0.299,1.008,0.124
32.921,0.289,-0.309,0.929,0.17
32.921,0.339,-0.395,0.812,0.253
32.921,0.157,-0.385,1.074,0.454
32.923,0.215,-0.317,1.164,0.216
32.926,0.402,-0.289,0.891,0.488
32.929,0.306,-0.353,0.891,0.16
32.931,0.199,-0.398,0.933,0.194
32.933,0.183,-0.340,0.970,0.111
32.936,0.233,-0.264,1.007,0.163
32.938,0.258,-0.282,1.046,0.082
32.942,0.237,-0.253,1.131,0.135
32.944,0.258,-0.091,1.050,0.264
32.947,0.341,-0.148,0.882,0.308
32.950,0.376,-0.236,0.775,0.23
32.954,0.370,-0.407,0.825,0.227
32.955,0.404,-0.415,0.805,0.062
32.956,0.552,-0.346,0.672,0.35
32.958,0.631,-0.378,0.595,0.188
32.960,0.515,-0.333,0.644,0.21
32.963,0.462,-0.302,0.745,0.185
32.997,0.449,-0.201,0.895,0.264
32.998,0.481,-0.206,0.989,0.131
32.998,0.481,-0.197,0.967,0.031
32.998,0.422,-0.178,0.889,0.156
32.998,0.191,-0.218,1.002,0.384
32.998,0.044,-0.356,1.218,0.501
32.998,0.188,-0.472,1.135,0.343
32.998,0.321,-0.416,1.053,0.271
32.998,0.362,-0.426,1.056,0.054
32.998,0.365,-0.512,0.912,0.233
32.999,0.233,-0.466,0.896,0.194
32.999,0.214,-0.505,1.003,0.165
32.999,0.334,-0.397,0.810,0.421
32.999,0.452,-0.462,0.734,0.259
33.000,0.387,-0.426,0.791,0.158
33.002,0.342,-0.370,0.672,0.22
33.005,0.322,-0.345,0.727,0.1
33.008,0.401,-0.464,0.735,0.206
33.009,0.483,-0.454,0.790,0.147
33.013,0.539,-0.278,0.859,0.301
33.014,0.447,-0.119,0.931,0.323
33.017,0.247,-0.181,1.136,0.467
33.019,0.303,-0.221,1.117,0.115
33.022,0.415,-0.220,0.994,0.236
33.025,0.433,-0.286,1.041,0.131
33.027,0.357,-0.360,0.883,0.308
33.029,0.286,-0.398,0.841,0.151
33.034,0.400,-0.402,0.712,0.247
33.034,0.369,-0.420,0.731,0.068
33.037,0.158,-0.352,1.193,0.741
33.039,0.144,-0.232,1.144,0.183
33.042,0.139,-0.186,1.103,0.092
33.044,0.173,-0.209,0.980,0.18
33.046,0.327,-0.325,0.796,0.454
33.070,0.346,-0.353,0.908,0.159
33.071,0.323,-0.375,0.852,0.101
33.071,0.350,-0.356,0.755,0.143
33.071,0.490,-0.433,0.630,0.342
33.071,0.507,-0.412,0.676,0.084
33.072,0.544,-0.264,0.808,0.317
33.072,0.380,-0.068,0.936,0.488
33.072,0.234,-0.144,1.065,0.351
33.072,0.389,-0.258,0.841,0.493
33.072,0.388,-0.198,0.944,0.164
33.073,0.376,-0.216,1.032,0.118
33.077,0.357,-0.248,0.930,0.153
33.079,0.373,-0.312,0.858,0.152
33.081,0.446,-0.303,0.850,0.09
33.084,0.536,-0.244,0.791,0.208
33.085,0.331,-0.244,1.019,0.433
33.088,0.105,-0.119,1.302,0.634
33.090,0.295,-0.119,0.953,0.539
33.093,0.381,-0.296,0.775,0.441
33.095,0.320,-0.339,0.967,0.296
33.099,0.400,-0.236,0.742,0.408
33.100,0.310,-0.194,0.702,0.172
33.103,0.458,-0.327,0.679,0.304
33.106,0.667,-0.264,0.404,0.547
33.108,0.441,-0.160,0.813,0.739
33.110,0.298,0.012,1.088,0.59
33.113,0.318,-0.002,1.015,0.107
33.116,0.408,-0.153,1.033,0.259
33.129,0.491,-0.120,0.820,0.329
33.129,0.272,-0.076,0.991,0.434
33.130,0.158,-0.116,1.098,0.261
33.130,0.415,-0.200,0.898,0.541
33.131,0.579,-0.199,0.694,0.369
33.131,0.401,-0.164,0.959,0.478
33.136,0.316,-0.058,1.045,0.277
33.137,0.351,-0.074,1.035,0.061
33.142,0.397,-0.108,0.983,0.132
33.143,0.394,-0.225,0.836,0.267
33.143,0.198,-0.180,1.088,0.493
33.145,0.397,-0.135,0.848,0.484
33.147,0.408,-0.169,0.853,0.05
33.153,0.538,-0.252,0.735,0.331
33.153,0.553,-0.143,0.618,0.241
33.155,0.597,-0.041,0.783,0.311
33.165,0.555,0.092,0.798,0.19
33.165,0.473,0.139,0.939,0.27
33.165,0.645,0.055,0.745,0.45
33.165,0.481,0.109,0.904,0.377
33.204,0.467,0.076,1.012,0.155
33.204,0.344,0.189,0.934,0.314
33.204,0.372,-0.076,0.967,0.326
33.204,0.436,-0.109,0.784,0.28
33.205,0.412,0.066,0.950,0.365
33.205,0.217,0.195,1.242,0.616
33.205,0.332,0.131,1.116,0.305
33.205,0.378,0.014,0.906,0.373
33.205,0.215,0.008,1.082,0.345
33.206,0.160,0.035,1.028,0.136
33.206,0.063,0.023,1.094,0.175
33.206,0.449,-0.131,0.779,0.855
33.206,0.663,-0.075,0.458,0.591
33.206,0.357,-0.189,0.846,0.808
33.206,0.481,-0.174,0.816,0.169
33.207,0.818,0.065,0.328,1.064
33.207,0.663,-0.101,0.522,0.515
33.208,0.602,-0.012,0.723,0.351
33.211,0.620,0.069,0.712,0.11
33.214,0.428,0.235,0.898,0.544
33.216,0.633,0.205,0.653,0.48
33.218,0.516,0.066,0.857,0.46
33.221,0.470,0.044,1.033,0.244
33.224,0.359,0.085,0.986,0.199
33.226,0.134,0.286,1.260,0.7
33.229,0.201,0.215,1.151,0.247
33.232,0.244,0.177,1.171,0.101
33.234,0.130,0.014,1.241,0.347
33.236,0.058,0.149,1.277,0.243
33.238,0.320,0.151,1.001,0.54
33.241,0.415,-0.013,0.799,0.461
33.243,0.400,-0.037,0.760,0.078
33.246,0.411,-0.154,0.625,0.263
33.251,0.335,0.010,0.676,0.291
33.251,0.457,-0.031,0.615,0.224
33.255,0.615,-0.006,0.536,0.262
33.256,0.416,-0.029,0.752,0.438
33.258,0.209,-0.028,1.065,0.521
33.260,0.121,0.266,1.059,0.388
33.263,0.249,0.084,1.044,0.325
33.281,0.172,-0.016,1.290,0.423
33.281,0.042,0.245,1.284,0.397
33.281,0.211,0.182,1.093,0.423
33.282,0.210,0.010,1.082,0.184
33.282,0.376,-0.399,0.990,0.667
33.282,-0.019,-0.218,1.092,0.678
33.282,-0.044,0.094,1.228,0.473
33.282,0.280,-0.021,0.955,0.712
33.285,0.157,-0.024,1.005,0.176
33.287,0.238,-0.185,0.892,0.355
33.290,0.236,-0.060,0.836,0.183
33.292,0.351,-0.027,0.798,0.186
33.295,0.470,-0.205,0.662,0.433
33.298,0.343,-0.121,0.853,0.402
33.301,0.108,-0.067,0.910,0.346
33.302,0.176,0.082,1.067,0.374
33.304,0.260,0.193,1.080,0.208
33.307,0.128,-0.027,1.176,0.448
33.310,0.110,-0.192,1.141,0.218
33.312,-0.060,-0.231,1.134,0.216
33.315,-0.002,-0.027,1.168,0.296
33.317,0.169,-0.126,0.811,0.627
33.320,0.054,-0.258,1.194,0.63
33.322,0.026,-0.249,1.072,0.159
33.325,0.056,0.043,0.925,0.469
33.327,0.043,0.102,1.095,0.242
33.329,0.323,-0.221,0.836,0.862
33.335,0.186,-0.005,0.861,0.378
33.335,0.133,-0.300,0.797,0.412
33.337,0.198,-0.004,0.725,0.433
33.340,0.423,-0.321,0.678,0.589
33.341,0.202,-0.213,0.895,0.546
33.345,0.046,-0.166,1.059,0.367
33.346,0.050,0.061,1.010,0.28
33.385,0.151,0.226,1.040,0.296
33.385,0.251,-0.053,0.935,0.484
33.386,0.018,0.030,1.104,0.485
33.386,0.059,-0.177,0.925,0.427
33.386,0.004,-0.081,1.062,0.288
33.386,0.284,-0.190,0.932,0.519
33.393,0.078,-0.223,1.093,0.4
33.394,-0.185,-0.039,1.277,0.631
33.394,0.248,0.065,0.792,1.022
33.394,0.180,0.280,0.971,0.462
33.394,0.145,0.015,1.099,0.428
33.394,0.127,0.064,0.868,0.298
33.394,0.214,0.013,0.785,0.221
33.394,0.237,0.037,0.653,0.179
33.395,0.284,-0.041,0.819,0.291
33.395,0.082,-0.071,1.038,0.451
33.395,0.100,0.174,1.006,0.295
33.395,0.224,0.145,0.773,0.386
33.395,0.132,0.263,1.068,0.505
33.395,0.084,0.268,1.088,0.073
33.398,0.078,0.204,0.992,0.166
33.401,0.108,0.021,0.955,0.25
33.403,0.016,-0.050,1.049,0.257
33.406,0.126,0.020,1.164,0.295
33.408,0.162,-0.046,0.986,0.28
33.410,0.077,-0.104,1.111,0.268
33.412,0.333,-0.099,0.765,0.607
33.415,0.339,0.059,0.800,0.199
33.417,0.105,-0.051,1.145,0.689
33.420,0.305,-0.037,0.882,0.477
33.422,0.361,-0.030,0.739,0.206
33.425,0.223,-0.127,1.065,0.561
33.427,0.181,-0.011,1.066,0.159
33.433,0.052,-0.020,1.160,0.232
33.433,0.135,0.034,1.109,0.188
33.435,0.291,0.080,0.819,0.492
33.437,-0.066,0.165,1.243,0.866
33.440,-0.083,0.257,1.313,0.179
33.442,0.201,0.171,0.806,0.877
33.444,0.173,0.102,0.892,0.183
33.468,0.159,0.124,0.898,0.042
33.468,-0.021,0.183,1.011,0.352
33.468,-0.033,0.096,1.132,0.22
33.468,0.350,0.124,0.645,0.898
33.468,0.315,0.176,0.672,0.114
33.469,-0.057,0.237,1.093,0.854
33.469,0.137,0.377,0.881,0.546
33.469,0.339,0.294,0.510,0.656
33.469,0.316,0.236,0.741,0.312
33.469,0.035,0.338,0.971,0.613
33.471,-0.090,0.294,1.140,0.338
33.475,0.138,0.282,0.932,0.448
33.477,0.272,0.255,0.904,0.189
33.479,0.023,0.224,1.131,0.507
33.481,-0.073,0.281,1.208,0.23
33.484,0.052,0.292,1.165,0.179
33.487,0.165,0.213,1.026,0.331
33.489,0.289,0.172,0.941,0.25
33.491,-0.022,0.204,1.078,0.48
33.494,-0.043,0.068,1.308,0.387
33.496,0.274,0.093,0.972,0.678
33.498,0.273,0.064,0.849,0.153
33.501,0.157,0.063,0.991,0.259
33.503,0.239,0.196,0.701,0.505
33.506,0.479,0.144,0.578,0.415
33.509,0.674,0.161,0.459,0.331
33.511,0.489,0.187,0.369,0.301
33.514,0.111,0.242,0.767,0.831
33.517,0.026,0.287,0.859,0.222
33.519,0.041,0.240,0.969,0.172
33.521,-0.086,0.294,1.346,0.558
33.524,-0.135,0.314,1.378,0.101
33.526,-0.123,0.328,1.174,0.23
33.528,0.116,0.149,1.020,0.572
33.531,0.097,0.178,1.097,0.125
33.533,0.038,0.078,1.211,0.273
33.536,0.118,0.090,1.032,0.271
33.538,0.225,0.108,0.860,0.297
33.540,0.274,-0.044,0.862,0.203
33.543,0.190,-0.110,1.054,0.342
33.545,0.192,0.012,1.048,0.13
33.549,0.279,0.054,0.906,0.271
33.553,0.249,0.115,0.885,0.112
33.554,0.243,0.138,0.848,0.066
33.556,0.097,0.186,1.033,0.379
33.558,0.207,0.257,0.989,0.225
33.560,0.319,0.186,0.702,0.47
33.564,0.075,0.172,0.930,0.486
33.601,-0.090,0.202,1.161,0.426
33.602,-0.313,0.219,1.341,0.42
33.602,-0.185,0.148,1.190,0.35
33.602,-0.218,0.211,1.085,0.201
33.603,-0.268,0.132,1.217,0.261
33.603,-0.064,0.176,1.019,0.446
33.603,0.044,0.210,0.858,0.303
33.603,0.238,0.133,0.690,0.439
33.603,0.254,0.024,0.729,0.164
33.603,0.185,-0.045,0.762,0.171
33.604,0.258,-0.025,0.760,0.095
33.604,0.119,-0.017,0.988,0.375
33.604,0.084,-0.018,1.099,0.147
33.604,0.217,0.074,0.923,0.401
33.604,0.135,0.155,1.101,0.341
33.604,-0.110,0.141,1.369,0.527
33.604,0.018,0.094,1.197,0.347
33.607,0.103,0.030,1.093,0.253
33.617,0.030,0.026,1.213,0.197
33.617,0.064,0.049,1.043,0.227
33.617,0.031,-0.046,1.119,0.204
33.618,0.144,-0.141,1.085,0.242
33.621,0.290,-0.195,0.801,0.484
33.622,0.223,-0.126,0.881,0.216
33.624,0.288,-0.145,0.806,0.159
33.627,0.282,-0.175,0.798,0.044
33.629,0.267,-0.174,0.914,0.132
33.632,0.302,-0.088,0.828,0.207
33.634,0.289,-0.050,0.931,0.154
33.637,0.162,-0.079,0.994,0.219
33.638,0.088,-0.084,1.131,0.216
33.642,0.137,-0.085,1.088,0.093
33.644,0.236,-0.061,1.036,0.175
33.647,0.246,-0.055,1.054,0.034
33.652,0.183,-0.076,1.015,0.123
33.652,0.279,-0.096,0.923,0.208
33.653,0.301,-0.153,0.840,0.162
33.656,0.402,-0.163,0.804,0.147
33.658,0.143,-0.059,0.924,0.483
33.660,0.013,-0.053,1.122,0.334
33.681,0.130,-0.053,1.001,0.238
33.681,0.253,0.019,0.895,0.301
33.681,0.203,0.063,0.982,0.181
33.681,-0.025,0.137,1.056,0.376
33.681,0.188,0.105,0.869,0.432
33.682,0.322,0.093,0.743,0.272
33.682,0.340,0.011,0.775,0.132
33.682,0.245,-0.002,0.754,0.129
33.683,0.149,0.085,0.850,0.279
33.686,0.266,0.008,0.733,0.311
33.687,0.267,0.012,0.893,0.165
33.691,0.178,0.112,1.059,0.355
33.694,0.083,0.206,1.015,0.233
33.696,0.124,0.120,0.998,0.144
33.698,0.295,0.059,0.685,0.545
33.701,0.194,0.009,0.883,0.349
33.702,0.187,-0.043,1.054,0.23
33.705,0.158,-0.033,0.904,0.189
33.707,0.083,-0.097,1.050,0.285
33.710,0.126,-0.128,0.968,0.156
33.714,0.003,-0.141,1.146,0.314
33.715,0.041,-0.069,1.183,0.147
33.717,0.171,-0.076,0.985,0.335
33.720,0.055,-0.107,1.064,0.226
33.722,0.252,-0.106,0.856,0.406
33.725,0.212,-0.076,0.923,0.137
33.728,0.272,-0.123,0.954,0.138
33.731,0.297,-0.121,0.711,0.27
33.733,0.144,-0.131,0.940,0.392
33.735,0.128,-0.168,1.057,0.17
33.737,0.233,-0.107,0.989,0.234
33.740,0.050,-0.048,1.216,0.469
33.742,0.034,0.003,1.220,0.071
33.745,0.155,0.010,0.951,0.397
33.750,0.176,-0.070,1.048,0.198
33.750,0.286,-0.047,0.986,0.195
33.755,0.235,-0.135,0.886,0.239
33.755,0.235,-0.179,0.915,0.073
33.757,0.219,-0.181,0.832,0.101
33.759,0.089,-0.159,1.157,0.477
33.762,-0.022,-0.102,1.325,0.336
33.794,-0.059,-0.026,1.262,0.176
33.795,-0.003,0.009,1.163,0.19
33.795,0.116,-0.026,0.934,0.383
33.795,0.098,-0.010,0.968,0.068
33.795,0.064,-0.004,1.122,0.194
33.795,0.092,0.014,1.011,0.157
33.795,0.214,-0.099,0.865,0.381
33.795,0.155,-0.080,0.924,0.137
33.796,0.064,-0.058,1.040,0.229
33.796,0.073,-0.013,1.160,0.174
33.796,0.233,0.087,0.936,0.484
33.796,0.271,0.069,0.829,0.163
33.796,0.232,0.096,0.839,0.076
33.796,0.272,0.122,0.753,0.152
33.798,0.244,0.078,0.942,0.261
33.802,0.285,0.084,0.852,0.137
33.804,0.295,0.036,0.741,0.169
33.806,0.161,0.089,0.922,0.368
33.808,0.022,0.099,1.066,0.293
33.810,0.091,0.105,1.160,0.169
33.813,0.128,0.114,1.053,0.153
33.815,0.029,0.103,1.139,0.196
33.818,0.069,0.073,0.979,0.23
33.820,0.199,0.012,0.760,0.41
33.823,0.252,-0.000,0.862,0.167
33.825,0.235,-0.092,0.808,0.163
33.828,0.292,-0.111,0.735,0.149
33.833,0.378,-0.106,0.676,0.15
33.833,0.329,-0.053,0.798,0.224
33.835,0.126,-0.009,0.990,0.439
33.838,0.140,0.061,1.032,0.126
33.840,0.082,0.114,1.169,0.248
33.843,0.046,0.109,1.214,0.086
33.872,0.102,0.081,1.097,0.201
33.872,0.140,0.056,1.068,0.092
33.872,0.132,0.035,1.112,0.073
33.872,0.270,-0.032,0.910,0.407
33.879,0.443,-0.027,0.671,0.417
33.880,0.373,0.005,0.818,0.249
33.880,0.182,0.000,1.008,0.386
33.880,0.226,0.037,0.987,0.102
33.880,0.309,0.067,0.956,0.144
33.880,0.136,0.106,1.119,0.375
33.880,0.145,0.141,1.084,0.079
33.881,0.213,0.242,0.924,0.329
33.881,0.245,0.149,0.976,0.177
33.881,0.356,0.108,0.851,0.277
33.881,0.348,0.085,0.829,0.053
33.882,0.381,0.106,0.805,0.078
33.884,0.414,0.098,0.767,0.079
33.887,0.152,0.091,1.059,0.561
33.889,0.220,0.106,0.995,0.147
33.892,0.257,0.171,0.934,0.163
33.894,0.021,0.168,1.269,0.574
33.897,0.089,0.186,1.129,0.226
33.899,0.058,0.219,0.966,0.227
33.902,-0.002,0.125,1.138,0.326
33.905,0.031,0.143,1.084,0.105
33.907,0.120,0.109,0.962,0.245
33.910,0.296,0.160,0.882,0.307
33.911,0.160,0.120,0.958,0.252
33.914,0.312,0.133,0.932,0.191
33.916,0.320,0.215,0.724,0.298
33.919,0.366,0.139,0.803,0.201
33.921,0.415,0.207,0.725,0.195
33.924,0.294,0.173,0.825,0.255
33.926,0.371,0.146,0.939,0.218
33.932,0.346,0.151,0.837,0.132
33.932,0.298,0.160,0.952,0.172
33.934,0.163,0.245,0.971,0.239
33.936,0.070,0.226,1.171,0.312
33.939,0.193,0.275,1.087,0.256
33.941,0.275,0.325,0.892,0.327
33.944,0.139,0.302,0.990,0.257
33.989,0.174,0.306,0.801,0.228
33.989,0.264,0.282,0.841,0.154
33.989,0.339,0.362,0.709,0.287
33.989,0.208,0.315,0.772,0.241
33.989,0.199,0.349,0.809,0.08
33.989,0.222,0.350,0.669,0.164
33.989,0.100,0.310,1.157,0.65
33.990,0.169,0.339,1.028,0.227
33.990,0.120,0.293,1.040,0.107
33.990,0.114,0.309,1.067,0.049
33.990,0.284,0.184,0.844,0.518
33.990,0.224,0.148,1.025,0.277
33.990,0.233,0.105,1.068,0.095
33.990,0.297,0.020,0.937,0.28
33.990,0.389,0.011,0.843,0.195
33.990,0.152,-0.053,1.168,0.626
33.990,0.121,-0.057,1.330,0.197
33.991,0.287,-0.054,1.067,0.432
33.991,0.254,-0.026,1.045,0.083
33.993,0.299,-0.066,0.935,0.195
33.996,0.230,-0.070,0.925,0.083
33.998,0.230,-0.092,1.109,0.206
34.000,0.263,-0.042,0.988,0.204
34.002,0.125,-0.123,1.073,0.304
34.006,0.017,-0.042,1.183,0.299
34.007,0.032,-0.090,1.206,0.086
34.010,0.109,-0.059,1.191,0.123
34.013,0.262,-0.041,0.912,0.45
34.015,0.245,0.000,0.873,0.097
34.018,0.237,0.049,0.844,0.086
34.020,0.316,0.012,0.810,0.15
34.022,0.264,0.021,0.923,0.174
34.025,0.230,0.025,0.878,0.083
34.027,0.151,0.028,0.891,0.095
34.030,0.154,0.074,0.956,0.114
34.033,0.039,0.051,1.197,0.379
34.034,0.002,0.081,1.249,0.119
34.037,0.051,0.026,1.094,0.259
34.040,0.080,0.058,1.086,0.069
34.043,0.082,0.076,1.032,0.074
34.045,0.111,0.062,1.127,0.138
34.049,0.160,0.059,0.983,0.196
34.050,0.093,0.035,0.946,0.128
34.053,0.093,0.014,0.972,0.047
34.055,0.305,0.023,0.847,0.346
34.057,0.044,-0.026,1.070,0.533
34.060,-0.037,0.138,1.156,0.331
34.070,0.090,-0.071,1.004,0.488
34.070,0.081,0.142,0.996,0.23
34.071,0.258,0.136,1.008,0.195
34.071,0.191,0.108,0.921,0.182
34.072,-0.011,0.131,1.155,0.459
34.074,0.078,0.116,0.956,0.303
34.076,0.280,0.068,0.912,0.294
34.110,0.233,0.110,1.005,0.182
34.111,0.188,0.149,0.844,0.245
34.111,-0.040,0.243,1.003,0.481
34.111,0.168,0.181,0.905,0.368
34.111,0.293,0.250,0.871,0.228
34.111,-0.039,0.300,1.069,0.58
34.111,0.068,0.305,0.877,0.304
34.111,0.022,0.326,0.878,0.068
34.111,0.055,0.222,1.074,0.333
34.118,0.034,0.240,0.957,0.156
34.118,-0.133,0.230,1.079,0.299
34.119,-0.089,0.151,1.062,0.14
34.119,-0.043,0.084,1.052,0.123
34.119,0.094,0.098,1.052,0.151
34.119,0.023,0.162,0.991,0.196
34.119,0.031,0.240,0.983,0.094
34.119,0.249,0.137,0.738,0.566
34.120,0.274,0.061,0.793,0.156
34.123,0.231,0.044,0.967,0.234
34.125,0.258,0.005,0.885,0.148
34.129,0.169,-0.031,0.977,0.217
34.131,0.202,-0.132,0.977,0.134
34.133,0.273,-0.086,0.978,0.118
34.136,0.186,0.007,1.104,0.306
