time,x,y,z,0
34.138,0.203,0.038,1.075,0.077
34.140,0.231,0.115,0.955,0.225
34.144,0.180,0.095,1.003,0.119
34.146,0.330,0.089,0.828,0.331
34.148,0.273,0.038,0.904,0.184
34.151,0.019,-0.017,1.190,0.595
34.153,0.124,-0.039,0.920,0.397
34.156,0.019,-0.027,0.936,0.133
34.157,0.055,-0.069,1.001,0.143
34.160,0.218,-0.001,0.731,0.501
34.163,0.140,0.022,0.764,0.134
34.165,0.195,0.074,0.647,0.224
34.167,0.333,0.049,0.391,0.419
34.170,0.372,-0.023,0.439,0.159
34.172,0.403,-0.050,0.488,0.107
34.175,0.155,-0.112,0.730,0.552
34.177,-0.033,-0.139,1.077,0.562
34.214,0.066,-0.202,0.927,0.312
34.214,0.035,-0.168,1.186,0.324
34.214,-0.011,-0.122,1.346,0.252
34.214,-0.039,-0.072,1.275,0.149
34.215,-0.107,-0.032,1.414,0.247
34.215,0.115,-0.065,1.208,0.461
34.215,0.215,-0.004,1.110,0.259
34.215,0.225,-0.042,1.120,0.058
34.215,0.326,-0.031,0.890,0.342
34.216,0.324,-0.075,0.903,0.059
34.216,0.522,-0.120,0.726,0.42
34.216,0.484,-0.069,0.567,0.248
34.216,0.410,-0.117,0.800,0.355
34.216,0.447,-0.101,0.664,0.189
34.217,0.195,-0.094,0.943,0.538
34.217,0.202,-0.077,0.995,0.076
34.220,0.240,-0.038,0.733,0.339
34.222,-0.124,0.011,1.242,0.922
34.223,-0.082,0.034,1.245,0.068
34.227,-0.136,-0.035,1.175,0.193
34.229,-0.213,-0.052,1.362,0.281
34.231,-0.171,-0.132,1.266,0.218
34.233,-0.036,-0.107,1.242,0.184
34.235,0.118,-0.020,1.042,0.441
34.238,0.191,-0.013,0.933,0.189
34.241,0.359,-0.009,0.814,0.291
34.243,0.421,0.028,0.736,0.177
34.246,0.445,-0.009,0.724,0.073
34.248,0.488,-0.084,0.724,0.118
34.251,0.407,-0.052,0.798,0.187
34.253,0.365,-0.118,0.840,0.15
34.256,0.348,-0.010,0.846,0.131
34.259,0.258,0.008,0.916,0.178
34.269,0.035,0.042,1.164,0.505
34.269,0.022,0.093,1.108,0.12
34.270,-0.008,0.090,1.140,0.065
34.270,-0.051,0.087,1.236,0.142
34.271,0.020,0.148,1.096,0.272
34.273,-0.077,0.061,1.179,0.267
34.275,-0.047,0.061,1.116,0.093
34.320,0.056,0.031,1.045,0.204
34.320,0.074,0.073,0.952,0.153
34.320,0.113,0.059,0.926,0.079
34.320,0.085,0.133,1.000,0.176
34.320,0.226,0.206,0.752,0.462
34.320,0.201,0.079,0.785,0.185
34.320,0.024,0.117,1.103,0.533
34.320,0.305,0.141,0.914,0.494
34.321,0.172,0.189,0.916,0.183
34.321,0.084,0.119,1.078,0.32
34.321,0.208,0.139,0.870,0.352
34.321,0.220,0.053,0.970,0.198
34.321,0.278,0.166,0.913,0.228
34.321,0.072,0.171,0.993,0.291
34.321,-0.075,0.187,1.250,0.42
34.321,0.244,0.177,0.812,0.767
34.321,0.005,0.188,1.024,0.462
34.321,-0.070,0.196,1.259,0.318
34.323,0.106,0.283,0.932,0.59
34.325,-0.047,0.304,0.970,0.212
34.326,0.110,0.201,0.813,0.417
34.331,0.048,0.233,0.827,0.108
34.331,-0.008,0.135,1.072,0.399
34.335,0.113,0.244,0.873,0.429
34.336,-0.042,0.197,0.931,0.26
34.339,-0.056,0.210,1.079,0.175
34.342,0.051,0.205,0.910,0.281
34.347,0.020,0.236,1.092,0.244
34.360,0.170,0.263,0.954,0.315
34.360,-0.030,0.308,1.041,0.332
34.360,0.069,0.239,1.022,0.187
34.360,0.186,0.188,0.748,0.442
34.361,-0.043,0.148,1.170,0.691
34.361,0.103,0.132,1.069,0.263
34.395,0.100,0.176,0.848,0.268
34.395,-0.097,0.148,1.139,0.516
34.395,0.046,0.183,0.892,0.425
34.395,0.030,0.201,0.919,0.061
34.395,-0.132,0.205,1.334,0.581
34.395,0.008,0.213,0.996,0.486
34.395,-0.033,0.182,1.012,0.088
34.395,-0.074,0.169,1.100,0.142
34.396,0.062,0.115,0.872,0.418
34.396,0.012,0.130,1.031,0.224
34.396,0.009,0.070,1.106,0.138
34.396,0.107,0.124,0.885,0.373
34.396,0.068,0.101,0.906,0.083
34.396,-0.004,0.091,1.101,0.277
34.396,0.176,0.091,0.915,0.366
34.398,0.198,0.079,1.044,0.163
34.400,0.103,0.067,1.082,0.145
34.404,0.092,0.076,1.003,0.099
34.406,0.027,-0.001,1.083,0.222
34.408,0.064,-0.022,1.084,0.059
34.411,0.139,0.039,0.985,0.235
34.414,0.014,-0.004,1.029,0.212
34.415,-0.027,0.088,1.070,0.174
34.418,0.000,0.076,0.929,0.18
34.420,-0.189,0.105,1.162,0.451
34.422,-0.073,0.125,1.032,0.266
34.425,0.040,0.114,0.973,0.183
34.428,-0.142,0.120,1.162,0.377
34.430,0.038,0.107,0.894,0.461
34.432,0.003,0.142,0.916,0.092
34.435,-0.051,0.104,1.074,0.25
34.437,0.204,0.073,0.768,0.592
34.440,0.190,0.090,0.808,0.071
34.442,0.120,0.046,0.926,0.232
34.445,0.204,0.090,0.690,0.364
34.447,0.008,0.037,0.975,0.534
34.450,0.111,0.062,1.024,0.177
34.452,0.208,0.080,0.867,0.272
34.455,-0.050,0.034,1.163,0.6
34.457,-0.060,0.057,1.116,0.08
34.459,0.031,-0.014,1.046,0.232
34.464,0.006,0.020,1.151,0.164
34.465,-0.116,0.057,1.197,0.205
34.467,-0.061,0.090,1.139,0.146
34.469,0.052,0.061,0.928,0.353
34.472,0.135,0.017,0.881,0.174
34.474,0.118,0.039,0.919,0.077
34.508,0.137,0.078,0.891,0.086
34.508,0.171,0.086,0.915,0.066
34.509,0.158,0.098,0.898,0.042
34.509,0.206,0.074,0.862,0.108
34.509,0.140,0.058,0.919,0.139
34.509,0.112,0.017,1.021,0.171
34.509,0.012,0.058,1.136,0.256
34.510,0.001,0.092,1.209,0.118
34.510,-0.035,0.040,1.155,0.142
34.510,-0.080,0.068,1.195,0.113
34.510,-0.002,0.034,1.059,0.248
34.510,0.026,0.048,1.062,0.045
34.510,0.104,0.082,1.078,0.128
34.510,0.089,0.061,1.044,0.07
34.511,0.017,0.055,1.031,0.091
34.514,0.148,-0.039,0.811,0.445
34.516,0.177,-0.095,0.892,0.166
34.519,0.115,-0.106,0.975,0.156
34.522,0.180,-0.134,0.990,0.108
34.524,0.127,-0.059,1.010,0.148
34.526,0.003,-0.047,1.097,0.223
34.529,0.012,-0.060,1.019,0.1
34.531,0.188,-0.099,0.873,0.361
34.533,0.153,-0.077,0.900,0.084
34.536,0.211,-0.088,0.822,0.147
34.547,0.259,-0.017,0.687,0.254
34.547,0.149,-0.058,0.783,0.247
34.547,0.093,-0.106,0.819,0.14
34.548,0.080,-0.112,0.882,0.082
34.549,-0.053,-0.077,1.176,0.462
34.551,0.069,-0.048,1.186,0.161
34.553,-0.075,0.018,1.234,0.258
34.556,-0.180,0.075,1.420,0.348
34.559,-0.034,0.142,1.229,0.404
34.575,0.100,0.095,1.193,0.217
34.575,0.217,0.049,1.100,0.256
34.575,0.371,0.057,0.884,0.378
34.575,0.518,-0.016,0.769,0.335
34.575,0.498,-0.023,0.771,0.029
34.575,0.505,-0.039,0.709,0.085
34.579,0.410,0.034,0.778,0.237
34.579,0.457,-0.051,0.754,0.156
34.581,0.561,-0.111,0.611,0.307
34.582,0.529,-0.100,0.748,0.18
34.585,0.381,-0.110,0.866,0.276
34.588,0.166,-0.035,0.982,0.406
34.590,0.124,-0.104,1.064,0.193
34.600,0.205,-0.084,1.040,0.125
34.600,0.150,-0.087,1.102,0.12
34.600,0.132,-0.047,1.151,0.107
34.600,0.232,-0.018,0.906,0.374
34.602,0.248,-0.027,0.836,0.095
34.605,0.192,-0.072,0.917,0.182
34.607,0.285,-0.092,0.884,0.146
34.609,0.311,-0.073,0.872,0.057
34.612,0.416,-0.125,0.869,0.16
34.614,0.378,-0.139,0.880,0.063
34.617,0.246,-0.108,0.981,0.264
34.619,0.197,-0.098,1.155,0.233
34.622,0.297,0.008,1.063,0.298
34.625,0.315,0.039,1.028,0.084
34.627,0.321,0.113,1.040,0.092
34.629,0.625,0.136,0.764,0.603
34.632,0.785,0.124,0.659,0.277
34.634,0.634,0.097,0.740,0.259
34.637,0.643,0.060,0.687,0.099
34.640,0.758,0.003,0.592,0.267
34.641,0.750,-0.032,0.695,0.146
34.645,0.641,-0.048,0.720,0.15
34.646,0.502,-0.002,0.834,0.299
34.649,0.494,0.014,0.890,0.08
34.652,0.509,0.031,0.926,0.068
34.654,0.296,0.100,1.151,0.507
34.656,0.152,0.003,1.306,0.396
34.658,0.176,-0.013,1.209,0.137
34.663,0.350,-0.120,1.007,0.483
34.664,0.350,-0.079,0.982,0.066
34.666,0.291,-0.013,0.992,0.135
34.668,0.319,-0.027,0.921,0.113
34.671,0.353,-0.009,0.799,0.174
34.674,0.566,-0.070,0.589,0.484
34.676,0.513,-0.014,0.568,0.13
34.692,0.441,-0.056,0.865,0.411
34.692,0.531,0.062,0.856,0.217
34.692,0.526,0.117,0.680,0.236
34.692,0.447,0.037,0.812,0.291
34.692,0.488,-0.002,0.818,0.086
34.692,0.598,0.086,0.761,0.255
34.695,0.624,0.150,0.870,0.199
34.695,0.560,0.178,0.890,0.112
34.698,0.479,0.146,0.880,0.123
34.701,0.466,0.088,0.930,0.121
34.703,0.582,0.114,0.896,0.176
34.707,0.533,0.171,1.075,0.285
34.709,0.456,0.133,1.197,0.237
34.711,0.421,0.147,1.007,0.239
34.713,0.282,0.118,1.104,0.265
34.715,0.460,0.083,0.955,0.362
34.717,0.715,0.167,0.715,0.579
34.720,0.587,0.130,0.948,0.398
34.722,0.444,0.162,0.865,0.258
34.725,0.418,0.099,0.701,0.253
34.728,0.574,0.036,0.745,0.263
34.730,0.758,0.103,0.622,0.374
34.732,0.451,0.155,0.935,0.672
34.735,0.282,0.196,0.988,0.263
34.737,0.344,0.162,0.848,0.236
34.741,0.448,0.174,0.935,0.203
34.742,0.591,0.159,0.891,0.202
34.751,0.395,0.222,1.100,0.468
34.751,0.297,0.179,1.004,0.237
34.752,0.458,0.039,0.721,0.584
34.752,0.644,-0.070,0.814,0.388
34.755,0.604,0.015,0.872,0.183
34.757,0.431,0.137,1.037,0.46
34.796,0.299,0.164,1.002,0.194
34.796,0.444,0.034,0.854,0.423
34.796,0.619,0.055,0.818,0.232
34.796,0.731,0.185,0.820,0.244
34.797,0.365,0.236,1.060,0.657
34.797,0.234,0.171,1.040,0.216
34.797,0.570,-0.002,0.731,0.818
34.797,0.721,0.002,0.740,0.164
34.797,0.409,0.036,1.176,0.782
34.797,0.227,0.140,1.196,0.306
34.798,0.273,0.155,0.950,0.307
34.798,0.494,0.078,0.920,0.328
34.798,0.683,0.139,0.768,0.402
34.798,0.441,0.224,1.045,0.604
34.798,0.104,0.250,1.193,0.511
34.798,0.437,0.207,0.817,0.752
34.799,0.758,0.046,0.641,0.658
34.801,0.615,0.127,0.861,0.444
34.804,0.326,0.220,1.088,0.609
34.807,0.237,0.269,1.025,0.201
34.809,0.606,0.189,0.759,0.715
34.811,0.815,0.144,0.656,0.357
34.813,0.509,0.332,0.904,0.742
34.816,0.174,0.412,1.135,0.646
34.819,0.337,0.350,1.018,0.342
34.821,0.794,0.101,0.613,1.111
34.823,0.820,0.080,0.604,0.056
34.827,0.078,0.136,1.269,1.463
34.828,0.118,0.174,1.158,0.189
34.831,0.667,0.074,0.584,1.223
34.833,0.630,-0.053,0.904,0.484
34.836,0.191,0.186,1.098,0.872
34.847,0.024,0.253,1.061,0.271
34.847,0.194,0.239,1.093,0.216
34.847,0.775,0.181,0.577,1.155
34.847,0.539,0.085,0.646,0.401
34.850,-0.073,0.112,1.275,1.268
34.851,0.248,0.107,0.866,0.735
34.853,0.833,-0.006,0.530,1.034
34.855,0.691,-0.002,0.821,0.437
34.858,0.154,0.149,0.964,0.831
34.864,0.194,0.170,1.052,0.149
34.864,0.728,0.071,0.760,0.925
34.865,0.745,0.034,0.753,0.061
34.868,0.208,0.089,1.047,0.886
34.870,0.056,0.145,1.141,0.302
34.873,0.454,0.017,1.099,0.568
34.875,0.703,0.015,0.882,0.468
34.897,0.217,0.078,1.050,0.717
34.897,0.003,0.093,1.214,0.393
34.897,0.422,0.032,0.927,0.767
34.897,0.707,0.092,0.790,0.482
34.897,0.437,0.105,0.805,0.298
34.897,0.144,0.071,0.958,0.48
34.897,0.519,-0.068,0.577,0.895
34.898,0.896,-0.088,0.376,0.598
34.898,0.516,-0.026,0.701,0.767
34.900,0.067,-0.029,0.941,0.692
34.903,0.118,-0.146,0.914,0.195
34.905,0.554,-0.073,0.705,0.718
34.907,0.218,-0.054,1.045,0.695
34.910,-0.109,0.031,1.226,0.593
34.912,0.229,-0.019,0.932,0.682
34.914,0.455,-0.096,0.940,0.311
34.917,0.444,-0.013,0.969,0.123
34.919,0.225,0.059,1.135,0.457
34.922,0.235,0.015,1.120,0.069
34.924,0.759,-0.010,0.692,0.977
34.927,0.625,0.070,0.948,0.47
34.929,0.337,0.165,1.208,0.643
34.932,0.489,0.127,0.753,0.645
34.934,0.620,-0.061,0.924,0.49
34.936,0.706,-0.001,0.930,0.152
34.939,0.329,0.063,1.021,0.532
34.941,0.138,0.052,1.152,0.333
34.944,0.639,-0.086,0.634,1.157
34.947,0.714,-0.021,0.851,0.357
34.949,0.191,0.114,1.124,0.931
34.951,-0.078,0.019,1.089,0.399
34.954,0.363,-0.127,0.837,0.839
34.956,0.710,-0.169,0.800,0.426
34.994,0.088,-0.061,1.314,1.244
34.994,-0.018,0.008,1.297,0.192
34.995,0.331,0.016,0.788,0.866
34.995,0.429,-0.052,0.821,0.199
34.995,0.275,0.028,1.082,0.495
34.995,0.284,0.064,0.916,0.211
34.995,0.220,-0.003,0.889,0.158
34.996,0.163,-0.022,1.004,0.191
34.996,0.510,-0.000,0.789,0.584
34.996,0.438,0.120,0.872,0.275
34.996,0.359,0.101,0.901,0.127
34.996,0.088,0.128,0.929,0.326
34.997,0.298,0.087,1.069,0.391
34.997,0.858,0.042,0.405,1.269
34.997,0.317,-0.060,0.780,1.018
34.997,-0.052,-0.072,1.278,0.879
34.998,0.394,-0.069,0.801,0.926
35.000,0.577,0.001,0.759,0.295
35.003,0.192,-0.177,1.021,0.825
35.006,-0.053,0.037,1.095,0.533
35.008,0.151,0.056,1.085,0.233
35.010,0.619,-0.010,0.647,0.972
35.013,0.373,-0.143,0.597,0.429
35.015,-0.113,-0.086,1.240,1.186
35.018,0.231,-0.076,1.049,0.545
35.020,0.312,0.014,0.875,0.345
35.022,0.213,-0.047,0.979,0.264
35.025,0.107,0.069,0.992,0.235
35.028,0.166,0.126,1.251,0.375
35.030,0.458,0.048,0.681,0.94
35.033,0.454,-0.104,0.585,0.252
35.035,0.316,-0.048,0.920,0.529
35.039,0.546,-0.004,0.913,0.281
35.040,0.255,-0.019,0.979,0.372
35.054,0.260,-0.081,1.034,0.122
35.055,0.492,-0.023,0.756,0.568
35.055,0.295,-0.011,1.256,0.709
35.056,0.391,-0.016,0.901,0.456
35.057,0.568,-0.084,0.545,0.601
35.058,0.319,-0.071,1.116,0.833
35.058,0.375,-0.094,1.077,0.118
35.111,0.141,-0.096,0.947,0.366
35.111,0.214,-0.213,1.054,0.297
35.111,0.351,-0.096,0.962,0.346
35.111,0.088,-0.154,1.133,0.492
35.111,0.197,-0.188,0.847,0.429
35.111,0.488,-0.253,0.622,0.581
35.111,0.253,-0.194,0.992,0.664
35.112,0.121,-0.205,0.997,0.148
35.112,0.234,-0.247,0.883,0.269
35.112,0.479,-0.229,0.884,0.264
35.119,0.367,-0.133,0.886,0.21
35.119,-0.010,-0.063,1.187,0.748
35.119,0.430,-0.187,0.802,0.949
35.119,0.693,-0.166,0.570,0.516
35.120,0.042,-0.167,1.308,1.39
35.120,0.092,-0.094,1.031,0.4
35.120,0.387,-0.158,0.791,0.599
35.120,0.490,-0.168,0.935,0.257
35.120,0.151,-0.077,0.921,0.444
35.120,-0.015,-0.072,1.102,0.352
35.120,0.463,-0.134,0.705,0.937
35.121,0.674,-0.200,0.511,0.471
35.121,-0.037,-0.183,1.210,1.427
35.121,0.064,-0.101,1.251,0.224
35.121,0.556,-0.152,0.724,1.07
35.121,0.186,-0.275,1.119,0.888
35.123,0.053,-0.187,1.207,0.309
35.126,0.438,-0.118,0.847,0.814
35.128,0.588,-0.218,0.668,0.429
35.130,0.174,-0.269,0.910,0.707
35.133,0.219,-0.275,1.100,0.241
35.135,0.388,-0.223,0.959,0.362
35.138,0.242,-0.252,1.013,0.229
35.140,-0.027,-0.326,1.214,0.544
35.143,0.106,-0.210,1.233,0.268
35.145,0.386,-0.165,0.731,0.827
35.148,0.066,-0.344,0.963,0.731
35.150,-0.068,-0.214,1.269,0.57
35.153,0.258,-0.111,0.970,0.728
35.155,0.062,-0.156,1.079,0.35
35.158,0.103,-0.146,0.962,0.168
35.181,0.456,-0.058,0.722,0.681
35.181,0.356,0.032,0.773,0.241
35.181,0.127,-0.151,0.798,0.437
35.181,0.131,-0.198,0.927,0.18
35.181,0.381,-0.164,1.029,0.386
35.181,0.082,-0.146,1.215,0.503
35.182,-0.098,-0.209,1.127,0.331
35.182,0.193,-0.208,0.899,0.52
35.182,0.321,-0.179,1.161,0.419
35.182,0.150,-0.162,0.992,0.357
35.185,0.134,-0.370,0.776,0.44
35.189,0.126,-0.276,0.945,0.271
35.189,0.394,-0.284,1.010,0.341
35.192,0.110,-0.171,0.825,0.582
35.195,0.037,-0.352,0.937,0.366
35.196,0.270,-0.274,0.819,0.429
35.199,0.234,-0.249,0.841,0.083
35.202,0.013,-0.273,0.860,0.264
35.204,0.225,-0.397,0.763,0.433
35.207,0.088,-0.358,1.013,0.426
35.210,-0.341,-0.163,1.531,1.142
35.212,-0.266,-0.253,1.507,0.189
35.214,-0.148,-0.145,1.460,0.273
35.216,-0.110,-0.276,1.510,0.219
35.219,-0.008,-0.023,1.036,0.829
35.221,-0.025,-0.089,0.961,0.158
35.224,0.267,-0.237,1.016,0.495
35.227,0.382,-0.116,0.619,0.633
35.229,-0.039,-0.124,0.995,0.805
35.231,0.023,-0.037,0.991,0.153
35.234,0.268,-0.171,0.765,0.605
35.236,-0.003,-0.273,1.178,0.786
35.239,-0.104,-0.150,0.947,0.455
35.241,0.034,-0.198,0.931,0.202
35.245,0.018,-0.184,0.992,0.091
35.246,-0.140,-0.151,1.035,0.234
35.249,-0.055,0.020,0.979,0.312
35.251,-0.045,-0.016,0.970,0.055
35.253,-0.268,-0.057,1.230,0.524
35.256,-0.343,-0.012,1.273,0.163
35.281,-0.218,0.110,1.142,0.378
35.282,-0.041,-0.016,1.046,0.399
35.282,-0.247,-0.124,1.173,0.441
35.282,-0.175,-0.051,1.146,0.172
35.282,0.053,-0.050,0.937,0.438
35.282,0.044,-0.187,1.132,0.341
35.282,-0.027,-0.151,1.020,0.219
35.282,-0.126,-0.091,1.159,0.298
35.282,0.139,-0.071,1.033,0.411
35.282,0.258,-0.144,0.818,0.407
35.283,0.131,-0.167,0.975,0.307
35.285,0.143,-0.063,0.717,0.374
35.288,0.214,-0.131,0.819,0.241
35.291,0.243,-0.250,0.884,0.213
35.293,0.188,-0.219,0.774,0.196
35.295,0.019,-0.153,0.776,0.237
35.299,0.024,-0.259,0.958,0.293
35.301,0.177,-0.313,0.824,0.341
35.303,0.026,-0.254,0.722,0.312
35.306,-0.227,-0.155,0.915,0.545
35.308,-0.112,-0.157,0.899,0.133
35.310,-0.146,-0.265,1.021,0.264
35.312,-0.320,-0.221,1.147,0.344
35.315,-0.234,-0.115,0.967,0.372
35.317,-0.110,-0.141,1.042,0.225
35.320,-0.226,-0.234,1.252,0.419
35.322,0.013,-0.192,0.956,0.577
35.325,0.069,-0.093,0.794,0.317
35.327,0.231,-0.079,0.977,0.359
35.341,0.215,-0.143,0.939,0.118
35.341,0.146,-0.046,1.070,0.297
35.341,0.167,0.002,0.942,0.197
35.341,0.294,0.049,0.945,0.177
35.342,0.161,-0.039,1.253,0.529
35.342,0.043,0.037,1.308,0.249
35.348,0.109,0.050,1.041,0.346
35.348,0.204,0.022,1.051,0.133
35.349,0.110,-0.051,1.238,0.354
35.352,-0.000,0.011,1.307,0.241
35.354,-0.124,0.074,1.223,0.271
35.356,0.053,0.049,1.138,0.287
35.373,0.147,0.038,0.969,0.274
35.373,-0.103,0.016,1.229,0.532
35.373,0.036,0.094,0.970,0.476
35.373,0.375,0.108,0.550,0.773
35.373,0.351,-0.003,0.603,0.188
35.373,0.169,0.027,0.730,0.339
35.376,0.106,0.061,0.875,0.242
35.376,0.268,0.039,0.754,0.305
35.379,0.273,-0.001,0.872,0.163
35.382,0.135,-0.010,0.941,0.216
35.384,0.013,0.040,1.143,0.374
35.387,0.191,0.055,1.034,0.302
35.388,0.469,0.116,0.668,0.705
35.391,0.142,0.074,1.021,0.722
35.393,-0.087,0.111,1.338,0.583
35.396,0.207,0.040,1.058,0.645
35.398,0.229,0.014,1.007,0.099
35.401,0.065,-0.032,1.240,0.443
35.403,0.018,-0.057,1.115,0.197
35.406,0.104,-0.025,1.104,0.129
35.409,0.464,-0.035,0.826,0.648
35.411,0.392,-0.000,0.563,0.37
35.413,0.073,-0.127,0.901,0.784
35.416,0.226,-0.160,0.756,0.331
35.418,0.449,-0.106,0.593,0.44
35.421,0.221,-0.126,0.828,0.483
35.423,0.054,-0.130,0.964,0.307
35.425,0.107,-0.091,0.916,0.14
35.428,0.336,-0.122,0.816,0.36
35.430,0.384,-0.126,0.766,0.102
35.433,0.043,-0.104,1.021,0.618
35.435,0.082,-0.115,1.004,0.067
35.438,0.390,-0.109,0.739,0.579
35.444,0.345,-0.092,0.901,0.224
35.444,0.088,-0.088,1.166,0.526
35.445,0.108,0.000,1.149,0.125
35.448,-0.025,0.023,1.380,0.387
35.450,0.244,0.027,1.264,0.389
35.452,0.365,0.100,0.913,0.545
35.455,0.140,0.025,1.220,0.607
35.480,0.362,0.131,0.849,0.699
35.481,0.608,0.117,0.632,0.477
35.481,0.582,0.078,0.836,0.269
35.481,0.335,0.092,0.903,0.328
35.481,0.272,0.097,0.887,0.084
35.481,0.282,0.125,0.809,0.116
35.481,0.418,0.067,0.922,0.307
35.481,0.425,0.069,0.661,0.27
35.481,0.120,-0.053,0.861,0.627
35.481,-0.023,0.048,0.981,0.364
35.482,0.247,-0.016,0.897,0.418
35.484,0.100,-0.068,1.113,0.415
35.488,-0.266,-0.022,1.348,0.647
35.490,-0.370,0.027,1.379,0.184
35.492,-0.291,0.082,1.442,0.197
35.494,-0.165,0.010,1.639,0.395
35.497,0.162,0.171,1.184,0.943
35.499,0.130,0.074,1.114,0.199
35.502,0.181,0.194,1.139,0.196
35.504,0.806,0.078,0.441,1.439
35.507,0.668,-0.061,0.642,0.478
35.509,0.359,-0.094,0.900,0.6
35.511,0.643,0.090,0.481,0.887
35.514,0.389,0.040,0.917,0.74
35.516,0.251,-0.084,1.139,0.484
35.519,0.384,-0.029,0.583,0.744
35.521,0.088,-0.257,1.036,0.977
35.525,0.083,-0.101,1.133,0.258
35.526,0.029,-0.285,1.010,0.361
35.529,-0.271,-0.255,1.380,0.7
35.531,-0.004,-0.214,1.046,0.642
35.533,-0.150,-0.095,1.116,0.335
35.536,-0.430,-0.014,1.491,0.736
35.538,-0.068,-0.044,0.991,0.892
35.541,0.138,0.056,0.715,0.582
35.544,0.167,0.012,0.783,0.141
35.546,0.128,0.191,0.610,0.391
35.549,0.172,0.080,0.703,0.248
35.551,0.308,0.023,0.766,0.256
35.554,0.458,0.196,0.506,0.583
35.557,0.271,0.104,0.712,0.485
35.566,0.158,0.133,0.942,0.372
35.567,0.327,-0.035,0.817,0.462
35.567,0.382,-0.090,0.871,0.164
35.568,0.258,0.039,0.894,0.276
35.572,0.024,0.050,1.168,0.519
35.572,0.049,0.015,1.257,0.149
35.573,0.333,0.003,0.935,0.618
35.592,0.228,-0.022,1.084,0.279
35.592,-0.041,0.182,1.244,0.633
35.592,-0.022,0.203,1.115,0.169
35.592,0.118,0.155,1.149,0.222
35.592,0.347,0.184,0.742,0.665
35.593,0.192,0.060,0.881,0.418
35.593,-0.073,0.283,1.083,0.69
35.594,0.179,0.162,0.868,0.588
35.612,0.397,0.251,0.728,0.447
35.612,0.100,0.172,1.034,0.682
35.613,-0.013,0.282,1.111,0.3
35.613,0.076,0.363,0.930,0.351
35.613,0.248,0.187,1.095,0.513
35.613,0.368,0.240,0.827,0.441
35.613,0.227,0.107,0.901,0.348
35.614,0.146,0.248,1.051,0.372
35.615,0.315,0.106,0.833,0.529
35.617,0.239,0.071,1.100,0.378
35.620,-0.015,0.066,1.251,0.41
35.623,-0.040,0.166,1.126,0.25
35.627,-0.053,0.174,1.230,0.125
35.627,0.176,0.097,1.083,0.453
35.630,0.170,0.060,0.802,0.324
35.632,-0.011,0.021,1.009,0.427
35.634,0.214,0.116,0.727,0.602
35.637,0.406,-0.015,0.578,0.472
35.639,0.242,-0.081,0.864,0.516
35.644,0.044,0.005,0.879,0.299
35.644,0.029,0.024,0.930,0.085
35.647,0.333,0.093,0.772,0.531
35.649,0.175,0.014,0.964,0.429
35.651,0.094,-0.024,1.070,0.225
35.654,0.144,-0.010,0.830,0.304
35.678,0.120,0.017,1.012,0.233
35.678,0.309,-0.046,0.901,0.363
35.678,0.215,-0.037,0.951,0.153
35.678,-0.023,0.000,1.233,0.557
35.679,0.125,0.029,1.060,0.35
35.679,0.344,0.128,0.867,0.511
35.679,0.079,0.010,1.184,0.7
35.679,0.127,0.074,1.089,0.207
35.679,0.227,0.021,0.769,0.473
35.679,0.197,0.097,1.040,0.377
35.681,0.290,0.069,0.805,0.356
35.683,0.139,0.012,1.021,0.424
35.687,-0.080,0.084,1.146,0.416
35.689,0.158,0.101,0.890,0.511
35.691,0.037,0.182,1.053,0.365
35.694,-0.108,0.083,1.294,0.485
35.696,0.220,0.124,0.851,0.812
35.699,0.285,0.049,0.647,0.344
35.700,0.203,0.125,0.857,0.368
35.703,0.287,0.088,0.775,0.203
35.706,0.182,0.008,0.960,0.37
35.709,0.217,0.034,0.897,0.124
35.711,0.367,-0.001,0.819,0.263
35.713,0.330,0.093,0.892,0.204
35.716,0.255,0.004,0.997,0.269
35.718,0.249,0.040,1.023,0.068
35.721,0.386,-0.011,0.810,0.401
35.724,0.411,0.043,0.874,0.143
35.727,0.317,-0.033,0.900,0.196
35.728,0.221,-0.071,1.015,0.249
35.731,0.120,-0.036,1.067,0.188
35.733,0.122,-0.032,1.215,0.154
35.736,-0.000,0.059,1.190,0.238
35.738,-0.214,0.005,1.358,0.436
35.741,0.048,-0.012,1.080,0.557
35.744,0.340,-0.014,0.646,0.728
35.746,-0.002,-0.025,0.967,0.674
35.748,0.111,-0.008,0.799,0.298
35.751,0.140,-0.031,0.719,0.132
35.753,0.167,-0.069,0.866,0.212
35.756,-0.107,-0.029,1.022,0.47
35.761,-0.378,-0.028,1.526,0.776
35.764,0.030,-0.047,1.149,0.804
35.765,0.155,-0.017,0.906,0.398
35.765,0.064,-0.002,1.061,0.261
35.767,0.048,0.018,0.905,0.192
35.770,0.159,0.032,0.940,0.16
35.772,0.293,0.002,0.735,0.369
35.807,0.246,0.013,0.861,0.184
35.807,0.237,-0.021,0.871,0.053
35.808,0.280,-0.035,0.873,0.059
35.808,0.174,0.031,1.007,0.306
35.808,0.442,0.023,0.799,0.484
35.808,0.389,0.043,0.747,0.125
35.809,0.228,-0.071,1.025,0.553
35.809,0.236,-0.068,0.960,0.076
35.809,0.276,-0.096,0.937,0.091
35.809,0.120,-0.138,1.069,0.33
35.809,0.033,-0.182,1.181,0.243
